Accession,Sample_id,Country,Year,Species,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,ybt_context,Colibactin,Aerobactin,iuc,Salmochelin,iro,rmpA,rmpA2,peg-344_id,peg-344-cov,peg-344,AGly,Col,Fcyn,Flq,Gly,MLS,Ntmdz,Phe,Rif,Sul,Tet,Tmt,Bla,Bla_Carb,Bla_ESBL,Bla_broad,Bla_broad_inhR,Kaptive_best_match_Klocus,Kaptive_Klocus_match_confidence,wzi,wzi_predicted_Klocus,final_KLocus_call,Kaptive_best_match_Olocus,Kaptive_Olocus_match_confidence,Final_OLocus_call,Predicted_O_type,100_SNV_cluster,multi_country_100_SNV_cluster,25_SNV_cluster,isolation_source
ERS3039929 ,2589,Nepal,2016,Klebsiella pneumoniae,ST15,0,1,6,7,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,-,DfrA14,SHV-28;AmpH*;OXA-1,-,CTX-M-15,-,TEM-30*,KL24,None,24,KL24KL54KL55,unknown,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS3039930 ,2685,Nepal,2016,Klebsiella pneumoniae,ST297,1,1,7,2,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,-,-,-,Qnr-S1,-,-,-,-,-,-,-,-,SHV-220;AmpH*,-,CTX-M-15,-,-,KL10,Good,10,na,KL10,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039931 ,2692,Nepal,2016,Klebsiella pneumoniae,ST26-1LV,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL117,None,356,KL117,KL117,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS3039932 ,2703,Nepal,2016,Klebsiella pneumoniae,ST15,1,2,7,13,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,AadA2*;RmtC,-,-,ParC-80I;GyrA-83F;GyrA-87A,-,MphA?;ErmB*,-,-,Arr2,SulI*,-,DfrA12,AmpH*;SHV-28,NDM-1;OXA-232,CTX-M-15,-,-,KL112,None,93,KL112,KL112,O1v1,Very high,O1v1,O1,108,yes,143,blood
ERS3039933 ,2725,Nepal,2016,Klebsiella pneumoniae,ST15,1,2,7,14,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,AadA2*;RmtF;RmtC,-,-,ParC-80I;GyrA-83F;GyrA-87A,-,MphA?;ErmB*,-,-,Arr2,SulI*,-,DfrA12,AmpH*;SHV-28,OXA-232;NDM-1,CTX-M-15,-,-,KL112,Low,93,KL112,KL112,O1v1,Very high,O1v1,O1,108,yes,143,blood
ERS3039934 ,2740,Nepal,2016,Klebsiella pneumoniae,ST392,0,1,8,9,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?;ParC-80I;GyrA-83I,-,-,-,CatB4?,-,SulII,-,-,AmpH*;OXA-1,-,CTX-M-15,SHV-11,TEM-30*,KL107,None,187,KL27,KL27,O4,Good,O4,O4,not_tested,na,not_tested,blood
ERS3039935 ,2765,Nepal,2016,Klebsiella pneumoniae,ST65,3,0,1,0,0,na,0,1,iuc 1,iro 1,1,-,-,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL2,Good,72,na,KL2,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS3039936 ,2675.A,Nepal,2016,Klebsiella pneumoniae,ST252,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-1?,-,KL107,None,104,KL51,KL51,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS3039937 ,BA20567,India,2016,Klebsiella pneumoniae,ST231,1,2,7,9,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,RmtF*,-,-,Qnr-S1;GyrA-83I;ParC-80I,-,-,-,CatA1*,Arr2,-,-,-,AmpH*;SHV-1,OXA-232,CTX-M-15,-,TEM-30*,KL51,None,104,KL51,KL51,O1v2,Very high,O1v2,O1,40,no,singleton,blood
ERS3039938 ,BA22538,India,2016,Klebsiella pneumoniae,ST16,1,1,9,9,1, ICEKp3,0,0,none,none,0,-,-,-,-,0,RmtF*,-,-,GyrA-83F;GyrA-87N;ParC-84K,-,-,-,-,Arr3,SulI,-,DfrA1,AmpH*,-,CTX-M-15,SHV-1,-,KL51,Good,50,na,KL51,O3b,Very high,O3b,O3b,singleton,no,singleton,blood
ERS3039939 ,BA25529,India,2016,Klebsiella pneumoniae,ST395,1,2,6,6,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,-,-,-,ParC-80I;GyrA-83I,-,-,-,CatB4,-,-,-,-,AmpH*,OXA-232,CTX-M-15,SHV-11,-,KL64,None,64,KL64,KL64,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039940 ,BA29281,India,2016,Klebsiella pneumoniae,ST101,1,2,8,13,1, ICEKp3,0,0,none,none,0,-,-,-,-,0,Aac3-IIa*;AadA2*;RmtB,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,MphA?;ErmB*?,-,-,-,SulI,TetB*,DfrA12,AmpH*;SHV-1;OXA-1,NDM-1,-,-,TEM-30*,KL17,Low,137,KL17,KL17,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS3039941 ,BA30084,India,2016,Klebsiella pneumoniae,ST34,0,2,6,7,0,na,0,0,none,none,0,-,-,-,-,0,AadA1-pm*?,-,-,-,-,MsrE;MphE*,-,CmlA5,-,SulI,-,-,AmpH*,NDM-1,-,-,SHV-26,KL50,None,31,KL31,KL31,OL104,Good,OL104,OL104,not_tested,na,not_tested,blood
ERS3039942 ,BA30093,India,2016,Klebsiella pneumoniae,ST14,1,0,7,15,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,StrB*;StrA*;AadA2*;AadA1-pm*?;Aac6-Ib*?,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,MphA?;ErmB*,-,CatA1*,-,SulII;SulI*,-,DfrA12,AmpH*;SHV-28;OXA-9;OXA-1,-,-,-,TEM-54*?,KL2,Good,2,na,KL2,O1v1,Good,O1v1,O1,15,no,singleton,blood
ERS3039943 ,BA30179,India,2016,Klebsiella pneumoniae,ST395,1,2,3,4,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,-,-,-,ParC-80I;GyrA-83I,-,-,-,-,-,-,-,-,AmpH*,OXA-232,-,SHV-11,-,KL64,None,64,KL64,KL64,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039944 ,BA31018,India,2016,Klebsiella pneumoniae,ST14,1,2,9,19,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,Aac3-IId*;AadA1-pm*?;RmtB;AadA2*;Sat-2A,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,EreA2*;MphA?,-,CatA1*;CmlA5,Arr2,SulI?,-,DfrA12;DfrA1,AmpH*;OXA-1;SHV-100?,NDM-5,CTX-M-15,-,TEM-30*,KL107,None,2,KL2KL30,unknown,O1v1,Good,O1v1,O1,15,no,singleton,blood
ERS3039945 ,BA32355,India,2016,Klebsiella pneumoniae,ST231,4,2,11,12,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,RmtF;AadA2*,-,-,Qnr-S1;ParC-80I;GyrA-83I,-,-,-,CatA1*,Arr2,SulI,-,DfrA12,AmpH*,OXA-232,CTX-M-15?,-,TEM-30*,KL107,None,104,KL51,KL51,O1v2,Good,O1v2,O1,40,no,singleton,blood
ERS3039946 ,BA32726,India,2016,Klebsiella pneumoniae,ST15,0,1,10,8,0,na,0,0,none,none,0,-,-,-,-,0,Aph3-Ia*,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,MphA,-,-,-,-,TetA,-,AmpH*;SHV-28;OXA-1,-,CTX-M-15,-,TEM-30*,KL24,None,24,KL24KL54KL55,unknown,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS3039947 ,BA33569,India,2016,Klebsiella pneumoniae,ST14,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-28,-,-,-,-,KL2,Good,2,na,KL2,O1v1,Very high,O1v1,O1,7,yes,singleton,blood
ERS3039948 ,BA3614,India,2016,Klebsiella pneumoniae,ST395,1,2,3,4,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,-,-,-,GyrA-83I;ParC-80I,-,-,-,-,-,-,-,-,AmpH*,OXA-232,-,SHV-11,-,KL64,None,64,KL64,KL64,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039949 ,BA6740,India,2016,Klebsiella pneumoniae,ST11,4,2,10,14,1, ICEKp12,0,1,iuc 1,none,0,-,-,-,-,0,StrB;StrA*;RmtF,-,-,QnrB1;ParC-80I;GyrA-83F;GyrA-87A,-,MphA?,-,-,Arr2,SulII,-,-,AmpH*,OXA-232,CTX-M-15,SHV-11,TEM-30*,KL24,Good,24,na,KL24,O2v1,Very high,O2v1,O2,singleton,no,singleton,blood
ERS3039950 ,BM1254,India,2016,Klebsiella pneumoniae,ST14,1,1,8,15,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,AadA1-pm*?;Aac3-IId*;StrB*;StrA*,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,EreA2*,-,CatA1*;CmlA5,Arr2,SulII;SulI*,-,-,AmpH*;OXA-9;SHV-100?,-,CTX-M-15,-,TEM-54*,KL107,None,2,KL2KL30,unknown,O1v1,None,unknown,unknown,15,no,singleton,blood
ERS3039951 ,BP13716,India,2016,Klebsiella pneumoniae,ST23,5,1,7,17,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_5,100,100,1,StrB;StrA*;ArmA;AadA2*;Aac6-Ib*?,-,-,Qnr-S1,-,MsrE*;MphE*;ErmB*,-,FloR*;CatA1*,-,SulII;SulI,TetA?,DfrA12,AmpH;CMY-2*;OXA-1,-,CTX-M-15,SHV-11,TEM-30*,KL1,Good,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS3039952 ,BP13802,India,2016,Klebsiella pneumoniae,ST29,1,1,7,8,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,Qnr-S1,-,-,-,-,-,SulII,TetA,DfrA14,SHV-187;AmpH*,-,CTX-M-15,-,TEM-30*,KL54,Good,115,na,KL54,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS3039953 ,BV879,India,2016,Klebsiella pneumoniae,ST1087,0,1,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,SHV-42,-,-,KL62,None,62,KL62,KL62,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039954 ,BA10141,India,2017,Klebsiella pneumoniae,ST231,4,2,10,13,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,RmtF;AadA2*,-,-,Qnr-S1;GyrA-83I;ParC-80I,-,MphA,-,CatA1*,Arr2,SulI,-,DfrA12,AmpH*;SHV-1,OXA-232,CTX-M-15?,-,TEM-30*,KL107,None,104,KL51,KL51,O1v2,Good,O1v2,O1,40,no,singleton,blood
ERS3039955 ,BA1024,India,2017,Klebsiella pneumoniae,ST86,4,0,0,0,1, ICEKp3,0,1,iuc 1,iro 1,1,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-132,-,-,-,-,KL107,None,2,KL2KL30,unknown,O2v1,Very high,O2v1,O2,singleton,no,singleton,blood
ERS3039956 ,BA12464,India,2017,Klebsiella pneumoniae,ST14,1,2,10,13,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,Sat-2A;AadA1-pm*?;Aac3-IId*,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,EreA2*?,-,CmlA5,Arr2,SulI*,-,DfrA1,AmpH*;SHV-28,OXA-232,CTX-M-15,-,-,KL107,None,2,KL2KL30,unknown,O3/O3a,None,unknown,unknown,12,no,12,blood
ERS3039957 ,BA12537,India,2017,Klebsiella pneumoniae,ST15,1,1,10,12,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,RmtF;AadA2*,-,-,QnrB1?;GyrA-83F;GyrA-87A;ParC-80I,-,MsrE;MphE*,-,-,Arr2,SulI,-,DfrA12,AmpH*;SHV-28;OXA-1,-,CTX-M-15,-,-,KL107,None,93,KL112,KL112,O1v1,Good,O1v1,O1,108,yes,singleton,blood
ERS3039958 ,BA12818,India,2017,Klebsiella pneumoniae,ST107,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-1,-,KL107,None,69,KL143KL101,unknown,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039959 ,BA1308,India,2017,Klebsiella pneumoniae,ST819-2LV,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-28,-,-,-,-,KL107,None,322,KL62,KL62,O2v1,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3039960 ,BA1335,India,2017,Klebsiella pneumoniae,ST985,1,1,7,9,1, ICEKp12,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;SHV-187;OXA-1,-,CTX-M-15,-,TEM-30*,KL5,None,39,KL39KL13,unknown,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS3039961 ,BA13391,India,2017,Klebsiella pneumoniae,ST14,1,2,9,14,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,Sat-2A;Aac3-IId*;AadA1-pm*?,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,EreA2*?,-,CmlA5,Arr2,SulI*,-,DfrA1,AmpH*;SHV-100?,OXA-232,CTX-M-15,-,TEM-54*,KL5,None,2,KL2KL30,unknown,O1/O2v1,Low,unknown,unknown,12,no,12,blood
ERS3039962 ,BA13406,India,2017,Klebsiella pneumoniae,ST307,1,1,7,10,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?;ParC-80I;GyrA-83I,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;SHV-28,-,CTX-M-15,-,TEM-30*,KL107,None,173,KL102KL149KL155,unknown,O2v1,Good,O2v1,O2,not_tested,na,not_tested,blood
ERS3039963 ,BA13599,India,2017,Klebsiella pneumoniae,ST231,4,2,10,9,1, ICEKp5,0,1,iuc unknown,none,0,-,-,-,-,0,RmtF,-,-,ParC-80I;GyrA-83I,-,MphA,-,CatA1*,Arr2,-,-,-,AmpH*;SHV-1,OXA-232,CTX-M-15?,-,TEM-30*,KL50,None,104,KL51,KL51,O1/O2v1,None,unknown,unknown,40,no,55,blood
ERS3039964 ,BA14001,India,2017,Klebsiella pneumoniae,ST16,1,2,10,11,1, ICEKp3,0,0,none,none,0,-,-,-,-,0,RmtF,-,-,QnrB1;GyrA-83F;GyrA-87N;ParC-84K,-,-,-,-,Arr2,SulI,TetA,-,AmpH*,NDM-7,CTX-M-15,SHV-1,-,KL50,None,50,KL15KL17KL51KL52,unknown,O3b,Very high,O3b,O3b,singleton,no,singleton,blood
ERS3039965 ,BA14732,India,2017,Klebsiella pneumoniae,ST14,0,3,6,10,0,na,0,0,none,none,0,-,-,-,-,0,Sat-2A;AadA2*,MgrB-68%,-,ParC-80I;GyrA-83Y;GyrA-87G,-,-,-,-,-,SulI,-,DfrA1;DfrA12,AmpH*;SHV-28,OXA-232,-,-,-,KL107,None,64,KL64,KL64,OL102,None,unknown,unknown,13,no,singleton,blood
ERS3039966 ,BA1497,India,2017,Klebsiella pneumoniae,ST551,0,1,8,8,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;OXA-1,-,CTX-M-15,SHV-11,TEM-30*,KL10,Good,18,na,KL10,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039967 ,BA15484,India,2017,Klebsiella pneumoniae,ST45,1,1,9,9,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*,-,CTX-M-15,SHV-1,TEM-30*?,KL107,None,149,KL62,KL62,O2v1,Good,O2v1,O2,singleton,no,singleton,blood
ERS3039968 ,BA1625,India,2017,Klebsiella pneumoniae,ST14,1,2,6,11,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,AadA2*;Sat-2A,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,MsrE?;MphE*,-,-,-,SulI,-,DfrA12;DfrA1,AmpH*;SHV-28,OXA-232,-,-,-,KL107,None,64,KL64,KL64,O1v1,Good,O1v1,O1,singleton,no,singleton,blood
ERS3039969 ,BP16575,India,2017,Klebsiella pneumoniae,ST29,1,1,8,7,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,Aac3-IId*;AadA1-pm*?;Aac6-Ib?,-,-,QnrB1?,-,-,-,-,-,-,-,DfrA14,AmpH*;OXA-9*;SHV-69*?,-,CTX-M-15,TEM-135*,-,KL107,None,19,KL19,KL19,O2v1,Good,O2v1,O2,singleton,no,singleton,blood
ERS3039970 ,BA1688,India,2017,Klebsiella pneumoniae,ST273,0,2,8,10,0,na,0,0,none,none,0,-,-,-,-,0,AadA2*;Aac3-IIa*,-,-,Qnr-S1;ParC-80I;GyrA-83I,-,MphA,-,-,-,SulI,-,DfrA12,AmpH*;OXA-1,OXA-181,-,SHV-11,TEM-30*,KL107,None,173,KL102KL149KL155,unknown,OL102,None,unknown,unknown,not_tested,na,not_tested,blood
ERS3039971 ,BA17415,India,2017,Klebsiella pneumoniae,ST372,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,-,SHV-26,KL43,None,43,KL43,KL43,O2v1,Very high,O2v1,O2,not_tested,na,not_tested,blood
ERS3039972 ,BA19371,India,2017,Klebsiella pneumoniae,ST995,0,1,9,6,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,-,DfrA14,AmpH*;SHV-28*?,-,CTX-M-15,-,-,KL117,None,215,KL117,KL117,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039973 ,BA20045,India,2017,Klebsiella pneumoniae,ST29,1,1,7,8,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,Qnr-S1,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;SHV-187,-,CTX-M-15,-,TEM-30*,KL107,None,19,KL19,KL19,O1/O2v1,Good,O1/O2v1,unknown,singleton,no,singleton,blood
ERS3039974 ,BA2005,India,2017,Klebsiella pneumoniae,ST14,0,2,5,9,0,na,0,0,none,none,0,-,-,-,-,0,AadA2*;Sat-2A,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,-,-,-,SulI,-,DfrA12;DfrA1?,SHV-28;AmpH*,OXA-232,-,-,-,KL107,None,64,KL64,KL64,O2v1,None,unknown,unknown,13,no,singleton,blood
ERS3039975 ,BA2138,India,2017,Klebsiella pneumoniae,ST14,1,1,9,11,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,AadA2*;Sat-2A,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,MsrE?,-,-,-,SulI,TetD,DfrA12;DfrA1,AmpH*;SHV-28,-,CTX-M-15,-,-,KL107,None,64,KL64,KL64,O2v1,None,unknown,unknown,13,no,singleton,blood
ERS3039976 ,BA22051,India,2017,Klebsiella pneumoniae,ST14,1,2,6,12,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,Sat-2A;AadA2*,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,MsrE;MphE*,-,-,-,SulI,-,DfrA1;DfrA12;DfrA14,AmpH*;SHV-28;OXA-1,OXA-232,-,-,-,KL64,None,64,KL64,KL64,O1v1,Very high,O1v1,O1,13,no,singleton,blood
ERS3039977 ,BA2364,India,2017,Klebsiella pneumoniae,ST2053-1LV,0,0,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL33,None,-,unknown,KL33,O3b,Very high,O3b,O3b,not_tested,na,not_tested,blood
ERS3039978 ,BA2641,India,2017,Klebsiella pneumoniae,ST412,3,0,1,1,0,na,0,1,iuc 1,iro 1,1,rmpA_2*(KpVP-1),rmpA2_2*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-1,-,KL57,None,206,KL57,KL57,O3b,Good,O3b,O3b,113,yes,singleton,blood
ERS3039979 ,BA266,India,2017,Klebsiella pneumoniae,ST86,3,0,0,0,0,na,0,1,iuc 1,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,SHV-132;AmpH*,-,-,-,-,KL5,None,2,KL2KL30,unknown,O2v1,Very high,O2v1,O2,singleton,no,singleton,blood
ERS3039980 ,BA2688,India,2017,Klebsiella pneumoniae,ST14,1,2,3,6,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,-,-,-,QnrB1?;GyrA-83Y;GyrA-87G;ParC-80I,-,-,-,CatA1*,-,-,-,-,SHV-28;AmpH*,OXA-232,-,-,-,KL5,None,2,KL2KL30,unknown,O2v1,None,unknown,unknown,12,no,18,blood
ERS3039981 ,BA2839,India,2017,Klebsiella pneumoniae,ST441,0,1,7,9,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;SHV-187*;OXA-1*,-,CTX-M-15,-,TEM-30*,KL62,None,149,KL62,KL62,O2v1,Very high,O2v1,O2,not_tested,na,not_tested,blood
ERS3039982 ,BA2843,India,2017,Klebsiella pneumoniae,ST2096,4,0,3,5,1,unknown,0,1,iuc 1,iro 1,1,-,-,-,-,0,Sat-2A,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,-,-,-,-,-,DfrA1,AmpH*,-,-,-,-,KL107,None,64,KL64,KL64,O1/O2v1,Good,O1/O2v1,unknown,singleton,no,singleton,blood
ERS3039983 ,BA28434,India,2017,Klebsiella pneumoniae,ST231,4,1,10,11,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,ParC-80I;GyrA-83I,-,MphA,-,CatA1*,Arr2,SulI,-,DfrA12,SHV-1;AmpH*,-,CTX-M-15?,-,TEM-30*,KL50,None,104,KL51,KL51,OL102,None,unknown,unknown,41,no,57,blood
ERS3039984 ,BA28939,India,2017,Klebsiella pneumoniae,ST231,4,1,7,10,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,ParC-80I;GyrA-83I,-,MphA,-,-,Arr2,SulI,-,DfrA12,AmpH*;SHV-1,-,CTX-M-15?,-,TEM-30*,KL50,None,104,KL51,KL51,OL102,None,unknown,unknown,41,no,57,blood
ERS3039985 ,BA29158,India,2017,Klebsiella pneumoniae,ST2096,4,1,7,11,1, ICEKp5,0,1,iuc 1,none,0,-,-,-,-,0,Sat-2A;AadA2*,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,-,-,-,SulI,TetD,DfrA1;DfrA12,SHV-28;AmpH*,-,CTX-M-15,-,TEM-54*,KL107,None,64,KL64,KL64,O2v1,None,unknown,unknown,36,no,singleton,blood
ERS3039986 ,BA3056,India,2017,Klebsiella pneumoniae,ST14,1,2,5,7,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,Sat-2A,-,-,ParC-80I;GyrA-83Y;GyrA-87G,-,-,-,CatA1*,-,-,-,DfrA1,AmpH*;SHV-28,OXA-232,-,-,-,KL107,None,64,KL64,KL64,OL102,None,unknown,unknown,13,no,singleton,blood
ERS3039987 ,BA3081,India,2017,Klebsiella pneumoniae,ST231,4,2,8,13,1, ICEKp5,0,1,iuc unknown,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,Qnr-S1;GyrA-83I;ParC-80I,-,MphA,-,CatA1*,Arr2,SulI,-,DfrA12,SHV-1;AmpH*,OXA-232,CTX-M-15?,-,TEM-30*,KL50,None,104,KL51,KL51,O2v1,Good,O2v1,O2,40,no,singleton,blood
ERS3039988 ,BA335,India,2017,Klebsiella pneumoniae,ST967,0,1,8,13,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*;StrB*;StrA*,-,-,QnrB17*;GyrA-83I,-,-,-,-,Arr3,SulI;SulI;SulII,TetD,DfrA27,AmpH*,-,SHV-27,-,TEM-30*?,KL107,None,19,KL19,KL19,O1/O2v1,Good,O1/O2v1,unknown,not_tested,na,not_tested,blood
ERS3039989 ,BA356,India,2017,Klebsiella pneumoniae,ST147,1,2,8,14,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA;RmtF,-,-,QnrB1?;GyrA-83I;ParC-80I,-,MphA,-,CatA2*,Arr2,-,-,DfrA14;DfrA12,AmpH*,OXA-181,CTX-M-15,SHV-11,TEM-30*,KL107,None,64,KL64,KL64,O2v1,Good,O2v1,O2,not_tested,na,not_tested,blood
ERS3039990 ,BA3605,India,2017,Klebsiella pneumoniae,ST14,1,2,8,18,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,StrB*;StrA*;Aac3-IId*;AadA1-pm*?;Aac6-Ib?,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,EreA2*?,-,CatA1*;CmlA5,Arr2,SulII;SulI*,-,-,AmpH*;OXA-9,OXA-232,CTX-M-15,SHV-25*?,TEM-54*,KL107,None,2,KL2KL30,unknown,O1v1,Low,unknown,unknown,12,no,18,blood
ERS3039991 ,BA3720,India,2017,Klebsiella pneumoniae,ST231,1,2,7,14,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,AadA2*;RmtF,-,-,QepA*;GyrA-83I;ParC-80I,-,MphA?,-,CatA1*,Arr2,SulI,TetB*?,DfrA12,SHV-1;AmpH*,OXA-232,CTX-M-15?,-,TEM-30*,KL50,None,104,KL51,KL51,O2v1,None,unknown,unknown,singleton,no,singleton,blood
ERS3039992 ,BA3754,India,2017,Klebsiella pneumoniae,ST570-1LV,0,2,10,11,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IId*;Aac6-Ib*?,-,-,Qnr-S1;QnrB1,-,-,-,-,-,SulII,TetD,DfrA14,AmpH*;SHV-1;TEM-219*;OXA-1,NDM-1,CTX-M-15,-,-,KL117,None,356*,unknown,KL117,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS3039993 ,BA37657,India,2017,Klebsiella pneumoniae,ST231,4,0,7,9,1, ICEKp5,0,1,iuc 5,none,0,-,-,-,-,0,AadA2*;RmtF,MgrB-70%,-,GyrA-83I;ParC-80I,-,MphA,-,-,Arr2,SulI,-,DfrA12,AmpH*;SHV-1,-,-,-,-,KL50,None,104,KL51,KL51,OL102,None,unknown,unknown,40,no,61,blood
ERS3039994 ,BA38014,India,2017,Klebsiella pneumoniae,ST307,0,2,10,12,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?;GyrA-83I;ParC-80I,-,-,-,-,-,SulII,TetA,DfrA14,SHV-28;AmpH*;OXA-1,OXA-232,CTX-M-15,-,TEM-30*,KL107,None,173,KL102KL149KL155,unknown,O2v2,Good,O2v2,O2,not_tested,na,not_tested,blood
