sr_sample_accession,sr_run_accession,refseq_sample,refseq_gcf_accession,duplicate_removed,in_bakrep_sheet,in_assembly_scan,bakrep_FINAL,bakrep_instrument_platform,bakrep_gtdbtk_species,bakrep_checkm2_completeness,bakrep_checkm2_contamination,bakrep_study_accession,kleborate_species,kleborate_species_match,kleborate_contig_count,kleborate_N50
SAMN16357472,SRR13668438,GCF_016903515.1_ASM1690351v1_genomic,GCF_016903515.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,91.92,21.97,PRJNA231221,Klebsiella pneumoniae,strong,13132,1076
SAMN16357469,SRR13668408,GCF_016903115.1_ASM1690311v1_genomic,GCF_016903115.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA231221,Klebsiella pneumoniae,strong,124,229317
SAMN07312490,SRR5884863,GCF_002587885.1_ASM258788v1_genomic,GCF_002587885.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,1.06,PRJNA231221,Klebsiella pneumoniae,strong,147,146321
SAMN31157662,SRR21812731,GCF_033425475.2_ASM3342547v2_genomic,GCF_033425475.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.41,PRJNA561493,Klebsiella pneumoniae,strong,154,154916
SAMN16357458,SRR13674215,GCF_016904315.1_ASM1690431v1_genomic,GCF_016904315.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.13,PRJNA231221,Klebsiella pneumoniae,strong,100,302055
SAMN14897097,SRR11778446,GCF_017894305.1_ASM1789430v1_genomic,GCF_017894305.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.91,PRJNA631924,Klebsiella pneumoniae,strong,97,421758
SAMN08624668,SRR6958864,GCF_003037325.3_ASM303732v3_genomic,GCF_003037325.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.13,PRJNA353728,Klebsiella pneumoniae,strong,126,196452
SAMEA8602828,ERR5757360,GCF_019798005.1_ASM1979800v1_genomic,GCF_019798005.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.67,PRJEB27256,Klebsiella pneumoniae,strong,64,255547
SAMN13336383,SRR20649764,GCF_009738595.2_ASM973859v2_genomic,GCF_009738595.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.47,PRJNA590644,Klebsiella pneumoniae,strong,148,219824
SAMN17016747,SRR13355322,GCF_016066475.1_ASM1606647v1_genomic,GCF_016066475.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.22,PRJNA683049,Klebsiella pneumoniae,strong,159,181219
SAMN29934016,SRR20649762,GCF_026247905.1_ASM2624790v1_genomic,GCF_026247905.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.51,PRJNA590644,Klebsiella pneumoniae,strong,208,203853
SAMN06671973,SRR6958857,GCF_002258015.3_ASM225801v3_genomic,GCF_002258015.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,96.77,0.59,PRJNA353728,Klebsiella pneumoniae,strong,158,196448
SAMN18446056,SRR14145449,GCF_017638945.1_ASM1763894v1_genomic,GCF_017638945.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.15,PRJNA716670,Klebsiella variicola subsp. variicola,strong,105,168440
SAMN09688180,SRR7540292,GCF_004322795.1_ASM432279v1_genomic,GCF_004322795.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.23,PRJNA353728,Klebsiella pneumoniae,strong,209,137426
SAMN17016750,SRR13355318,GCF_016415705.1_ASM1641570v1_genomic,GCF_016415705.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella quasipneumoniae,100.0,0.04,PRJNA683049,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,55,536488
SAMN07291505,SRR6985666,GCF_003288375.1_ASM328837v1_genomic,GCF_003288375.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.08,PRJNA316321,Klebsiella pneumoniae,strong,164,203890
SAMN09688181,SRR7540336,GCF_003711065.1_ASM371106v1_genomic,GCF_003711065.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA353728,Klebsiella pneumoniae,strong,160,220174
SAMN18487814,SRR20215787,GCF_020172745.1_ASM2017274v1_genomic,GCF_020172745.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA717148,Klebsiella pneumoniae,strong,154,294912
SAMN06671971,SRR6442875,GCF_002258055.3_ASM225805v3_genomic,GCF_002258055.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,98.91,1.06,PRJNA353728,Klebsiella pneumoniae,strong,208,198900
SAMN13620534,SRR10727399,GCF_020906545.1_ASM2090654v1_genomic,GCF_020906545.1,False,False,False,,,,,,,,,,
SAMN14858807,SRR12628168,GCF_017161155.1_ASM1716115v1_genomic,GCF_017161155.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.31,PRJNA593981,Klebsiella pneumoniae,strong,123,414150
SAMN08624619,SRR6955403,GCF_003038215.3_ASM303821v3_genomic,GCF_003038215.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.25,PRJNA353728,Klebsiella pneumoniae,strong,154,176133
SAMD00194418,DRR199254,GCF_014168875.1_ASM1416887v1_genomic,GCF_014168875.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,99.99,5.99,PRJDB6962,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,2773,8912
SAMN32542113,SRR27241775,GCF_040763125.1_ASM4076312v1_genomic,GCF_040763125.1,True,True,True,False,ILLUMINA || ILLUMINA || OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.11,PRJNA803387 || PRJNA1071971,Klebsiella pneumoniae,strong,119,214876
SAMN08022162,SRR6955406,GCF_002894385.2_ASM289438v2_genomic,GCF_002894385.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.1,PRJNA353728,Klebsiella pneumoniae,strong,116,196450
SAMN45907958,SRR35890741,GCF_053215925.1_ASM5321592v1_genomic,GCF_053215925.1,False,False,False,,,,,,,,,,
SAMN06019522,SRR5247215,GCF_001887985.4_ASM188798v4_genomic,GCF_001887985.4,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.16,PRJNA353728,Klebsiella pneumoniae,strong,116,220175
SAMN13497075,SRR10686561,GCF_017161135.1_ASM1716113v1_genomic,GCF_017161135.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,2.5,PRJNA593981,Klebsiella pneumoniae,strong,126,351527
SAMN31157655,SRR21812751,GCF_033378925.2_ASM3337892v2_genomic,GCF_033378925.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.48,PRJNA561493,Klebsiella pneumoniae,strong,144,218200
SAMN41039776,SRR28778046,GCF_040256765.1_ASM4025676v1_genomic,GCF_040256765.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.17,PRJNA1103093,Klebsiella pneumoniae,strong,229,192708
SAMN28546263,SRR19309938,GCF_023572965.1_ASM2357296v1_genomic,GCF_023572965.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.25,PRJNA839691,Klebsiella pneumoniae,strong,208,193060
SAMD00194404,DRR199240,GCF_014170655.1_ASM1417065v1_genomic,GCF_014170655.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.32,PRJDB6962,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,343,122504
SAMN28174003,SRR19165515,GCF_024918475.1_ASM2491847v1_genomic,GCF_024918475.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA836696,Klebsiella pneumoniae,strong,122,218253
SAMN46484890,SRR32177080,GCF_052882765.1_ASM5288276v1_genomic,GCF_052882765.1,False,False,False,,,,,,,,,,
SAMN07609107,SRR6958779,GCF_002853115.2_ASM285311v2_genomic,GCF_002853115.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.61,PRJNA353728,Klebsiella pneumoniae,strong,70,307071
SAMN08027262,SRR6292393,GCF_003037615.2_ASM303761v2_genomic,GCF_003037615.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.05,PRJNA353728,Klebsiella pneumoniae,strong,99,344613
SAMN07609094,SRR6958764,GCF_002853385.2_ASM285338v2_genomic,GCF_002853385.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.04,PRJNA353728,Klebsiella pneumoniae,strong,63,433050
SAMN07609091,SRR6958768,GCF_002853435.3_ASM285343v3_genomic,GCF_002853435.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.75,PRJNA353728,Klebsiella pneumoniae,strong,147,151859
SAMN07235710,SRR6955404,GCF_002811325.3_ASM281132v3_genomic,GCF_002811325.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA353728,Klebsiella pneumoniae,strong,150,203899
SAMN02141993,SRR849554,GCF_000406765.2_ASM40676v2_genomic,GCF_000406765.2,False,True,True,False,PACBIO_SMRT || ILLUMINA || PACBIO_SMRT || ILLUMINA || PACBIO_SMRT || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.05,PRJNA193167,Klebsiella pneumoniae,strong,125,130502
SAMN39455267,SRR35758006,GCF_048965205.2_ASM4896520v2_genomic,GCF_048965205.2,False,False,False,,,,,,,,,,
SAMN15097741,SRR12071849,GCF_021496545.1_ASM2149654v1_genomic,GCF_021496545.1,False,False,False,,,,,,,,,,
SAMN07235711,SRR6955405,GCF_002811305.2_ASM281130v2_genomic,GCF_002811305.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.66,PRJNA353728,Klebsiella pneumoniae,strong,123,176130
SAMN06909160,SRR6955424,GCF_002164835.4_ASM216483v4_genomic,GCF_002164835.4,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.13,PRJNA353728,Klebsiella pneumoniae,strong,115,176130
SAMN02141981,SRR849542,GCF_000417225.2_ASM41722v2_genomic,GCF_000417225.2,False,True,True,False,PACBIO_SMRT || ILLUMINA || ILLUMINA || PACBIO_SMRT || PACBIO_SMRT || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.15,PRJNA187290,Klebsiella pneumoniae,strong,179,115552
SAMN29894129,SRR20423217,GCF_024496265.1_ASM2449626v1_genomic,GCF_024496265.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.14,PRJNA673369,Klebsiella pneumoniae,strong,162,176246
SAMN06671974,SRR6958855,GCF_002258005.2_ASM225800v2_genomic,GCF_002258005.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.23,PRJNA353728,Klebsiella pneumoniae,strong,137,441523
SAMN31157667,SRR21812746,GCF_029814295.1_ASM2981429v1_genomic,GCF_029814295.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.14,PRJNA561493,Klebsiella pneumoniae,strong,160,145418
SAMN06909163,SRR6955419,GCF_002164805.3_ASM216480v3_genomic,GCF_002164805.3,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,1.78,PRJNA353728,Klebsiella variicola subsp. variicola,strong,161,166097
SAMN06909161,SRR6955427,GCF_002164855.2_ASM216485v2_genomic,GCF_002164855.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.12,PRJNA353728,Klebsiella pneumoniae,strong,125,193060
SAMEA5063299,ERR2866472,GCF_003855315.1_ASM385531v1_genomic,GCF_003855315.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.76,PRJEB27256,Klebsiella pneumoniae,strong,131,182121
SAMD00196002,DRR199807,GCF_015138775.1_ASM1513877v1_genomic,GCF_015138775.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJDB9036,Klebsiella pneumoniae,strong,108,219606
SAMN28174036,SRR19165573,GCF_024917495.1_ASM2491749v1_genomic,GCF_024917495.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.07,PRJNA836696,Klebsiella pneumoniae,strong,78,274627
SAMN06671967,SRR6958796,GCF_002257765.2_ASM225776v2_genomic,GCF_002257765.2,False,True,True,False,ILLUMINA || ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA353728,Klebsiella pneumoniae,strong,166,137188
SAMN06019523,SRR5247214,GCF_001887995.2_ASM188799v2_genomic,GCF_001887995.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA353728,Klebsiella pneumoniae,strong,99,345411
SAMN08148203,SRR12464855,GCF_014333295.1_ASM1433329v1_genomic,GCF_014333295.1,False,False,False,,,,,,,,,,
SAMEA6081870,ERR3589644,GCF_902723695.1_Kpn154_genomic,GCF_902723695.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.31,PRJEB34867,Klebsiella pneumoniae,strong,85,320288
SAMN22024811,SRR16202826,GCF_020525625.1_ASM2052562v1_genomic,GCF_020525625.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella variicola,100.0,0.05,PRJNA768294,Klebsiella variicola subsp. tropica,strong,53,361547
SAMN32542116,SRR22955766,GCF_040763115.1_ASM4076311v1_genomic,GCF_040763115.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,85.29,PRJNA803387 || PRJNA1071971,Klebsiella pneumoniae,weak,828,68498
SAMN07291506,SRR6799394,GCF_002968475.1_ASM296847v1_genomic,GCF_002968475.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.7,PRJNA316321,Klebsiella pneumoniae,strong,130,198900
SAMN28054364,SRR20082563,GCF_024734275.1_ASM2473427v1_genomic,GCF_024734275.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.07,PRJNA834640,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,79,226412
SAMN07609116,SRR6442873,GCF_002852915.4_ASM285291v4_genomic,GCF_002852915.4,False,True,True,False,ILLUMINA,Klebsiella variicola,100.0,0.33,PRJNA353728,Klebsiella variicola subsp. variicola,strong,61,592074
SAMN02141972,SRR849533,GCF_000417265.2_ASM41726v2_genomic,GCF_000417265.2,False,True,True,False,ILLUMINA || PACBIO_SMRT || PACBIO_SMRT || PACBIO_SMRT || ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.08,PRJNA187296,Klebsiella pneumoniae,strong,162,142405
SAMN23040606,SRR16962736,GCF_022870805.1_ASM2287080v1_genomic,GCF_022870805.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.19,PRJNA779558,Klebsiella pneumoniae,strong,152,256001
SAMN04868722,SRR8607449,GCF_001702045.2_ASM170204v2_genomic,GCF_001702045.2,False,True,True,False,OXFORD_NANOPORE || OXFORD_NANOPORE || ILLUMINA || OXFORD_NANOPORE || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.21,PRJNA307517,Klebsiella pneumoniae,strong,213,196706
SAMN22024809,SRR16202828,GCF_020525705.1_ASM2052570v1_genomic,GCF_020525705.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella quasipneumoniae,100.0,0.72,PRJNA768294,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,265,98363
SAMN32542126,SRR22955755,GCF_040763065.1_ASM4076306v1_genomic,GCF_040763065.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE || OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,95.98,PRJNA803387 || PRJNA1071971,Klebsiella pneumoniae,weak,320,131541
SAMN39724762,SRR27830827,GCF_037024145.1_ASM3702414v1_genomic,GCF_037024145.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.84,PRJNA1072014,Klebsiella pneumoniae,strong,134,292354
SAMN22024798,SRR16202841,GCF_020525905.1_ASM2052590v1_genomic,GCF_020525905.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella pneumoniae,100.0,0.6,PRJNA768294,Klebsiella pneumoniae,strong,61,316222
SAMN06671966,SRR6958795,GCF_002258105.2_ASM225810v2_genomic,GCF_002258105.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.76,PRJNA353728,Klebsiella pneumoniae,strong,82,379623
SAMN05960932,SRR5687389,GCF_002239895.2_ASM223989v2_genomic,GCF_002239895.2,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.11,PRJNA351846,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,188,227022
SAMN47561074,SRR32896259,GCF_049200385.1_ASM4920038v1_genomic,GCF_049200385.1,False,False,False,,,,,,,,,,
SAMN06671955,SRR6958859,GCF_002258175.2_ASM225817v2_genomic,GCF_002258175.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.16,PRJNA353728,Klebsiella pneumoniae,strong,168,162904
SAMN22024815,SRR16202822,GCF_020525545.1_ASM2052554v1_genomic,GCF_020525545.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella variicola,100.0,0.11,PRJNA768294,Klebsiella variicola subsp. variicola,strong,101,332850
SAMN28174102,SRR19165543,GCF_024917835.1_ASM2491783v1_genomic,GCF_024917835.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.1,PRJNA836696,Klebsiella pneumoniae,strong,135,168656
SAMN06671960,SRR6442876,GCF_002258145.4_ASM225814v4_genomic,GCF_002258145.4,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA353728,Klebsiella pneumoniae,strong,122,192234
SAMN07235709,SRR6442878,GCF_002811425.2_ASM281142v2_genomic,GCF_002811425.2,False,True,True,False,ILLUMINA || ILLUMINA,Klebsiella pneumoniae,100.0,0.27,PRJNA353728,Klebsiella pneumoniae,strong,236,319319
SAMN37872213,SRR26419298,GCF_053048075.1_ASM5304807v1_genomic,GCF_053048075.1,False,False,False,,,,,,,,,,
SAMN15547553,SRR12233603,GCF_023703915.1_ASM2370391v1_genomic,GCF_023703915.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.22,PRJNA646592,Klebsiella pneumoniae,strong,110,308626
SAMN28054363,SRR20082564,GCF_024734215.1_ASM2473421v1_genomic,GCF_024734215.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.06,PRJNA834640,Klebsiella pneumoniae,strong,80,594871
SAMN39724757,SRR27830832,GCF_037024335.1_ASM3702433v1_genomic,GCF_037024335.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA1072014,Klebsiella pneumoniae,strong,195,245189
SAMN28054361,SRR20082566,GCF_024734255.1_ASM2473425v1_genomic,GCF_024734255.1,False,True,True,False,ILLUMINA,Klebsiella quasipneumoniae,100.0,0.07,PRJNA834640,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,97,288441
SAMN18721477,SRR14293196,GCF_024397815.1_ASM2439781v1_genomic,GCF_024397815.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.44,PRJNA721588,Klebsiella pneumoniae,strong,86,305032
SAMN15146843,SRR11934406,GCF_021166235.1_ASM2116623v1_genomic,GCF_021166235.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.39,PRJNA549322,Klebsiella pneumoniae,strong,329,238019
SAMN39724760,SRR27830829,GCF_037024245.1_ASM3702424v1_genomic,GCF_037024245.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA1072014,Klebsiella pneumoniae,strong,201,245189
SAMN07235708,SRR6442877,GCF_002811335.3_ASM281133v4_genomic,GCF_002811335.3,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.35,PRJNA353728,Klebsiella pneumoniae,strong,136,403531
SAMN14897098,SRR11778444,GCF_017894285.1_ASM1789428v1_genomic,GCF_017894285.1,False,True,True,False,PACBIO_SMRT || ILLUMINA,Klebsiella pneumoniae,100.0,0.85,PRJNA631924,Klebsiella pneumoniae,strong,84,306290
SAMN16387657,SRR12811561,GCF_027595845.1_ASM2759584v1_genomic,GCF_027595845.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.64,PRJNA667445,Klebsiella pneumoniae,strong,178,199246
SAMN39724754,SRR27830835,GCF_037024385.1_ASM3702438v1_genomic,GCF_037024385.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA1072014,Klebsiella pneumoniae,strong,118,339627
SAMN07609088,SRR6958822,GCF_002853475.2_ASM285347v2_genomic,GCF_002853475.2,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.2,PRJNA353728,Klebsiella pneumoniae,strong,131,317804
SAMN39724758,SRR27830831,GCF_037024325.1_ASM3702432v1_genomic,GCF_037024325.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA1072014,Klebsiella pneumoniae,strong,188,338322
SAMN28054358,SRR20082569,GCF_024734135.1_ASM2473413v1_genomic,GCF_024734135.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,2.39,PRJNA834640,Klebsiella pneumoniae,strong,168,369982
SAMN16387655,SRR12811566,GCF_027595745.1_ASM2759574v1_genomic,GCF_027595745.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.68,PRJNA667445,Klebsiella pneumoniae,strong,152,270161
SAMN22024803,SRR16202835,GCF_020525785.1_ASM2052578v1_genomic,GCF_020525785.1,False,True,True,False,OXFORD_NANOPORE || ILLUMINA,Klebsiella quasipneumoniae,100.0,0.66,PRJNA768294,Klebsiella quasipneumoniae subsp. quasipneumoniae,strong,109,197342
SAMN31654602,SRR22226948,GCF_029814385.1_ASM2981438v1_genomic,GCF_029814385.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.23,PRJNA561493,Klebsiella pneumoniae,strong,185,206466
SAMN39724756,SRR27830833,GCF_037024345.1_ASM3702434v1_genomic,GCF_037024345.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA1072014,Klebsiella pneumoniae,strong,199,268433
SAMN39724755,SRR27830834,GCF_037024355.1_ASM3702435v1_genomic,GCF_037024355.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA1072014,Klebsiella pneumoniae,strong,193,338322
SAMN22420056,SRR17427544,GCF_020684845.1_ASM2068484v1_genomic,GCF_020684845.1,False,False,False,,,,,,,,,,
SAMEA111391101,ERR10387354,GCF_947163785.1_KP47_2018-047100-007-01_genomic,GCF_947163785.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.18,PRJEB55839,Klebsiella pneumoniae,strong,86,344743
SAMN13874936,SRR11747685,GCF_021497265.1_ASM2149726v1_genomic,GCF_021497265.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,1.91,PRJNA601835,Klebsiella pneumoniae,strong,54,585023
SAMN22024797,SRR16202842,GCF_020525945.1_ASM2052594v1_genomic,GCF_020525945.1,False,True,True,False,ILLUMINA || OXFORD_NANOPORE,Klebsiella pneumoniae,100.0,0.15,PRJNA768294,Klebsiella pneumoniae,strong,53,269207
SAMN17766581,SRR13617280,GCF_022964855.1_ASM2296485v1_genomic,GCF_022964855.1,False,False,False,,,,,,,,,,
SAMN31311655,SRR21939663,GCF_026153495.1_ASM2615349v1_genomic,GCF_026153495.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.11,PRJNA891137,Klebsiella pneumoniae,strong,128,432071
SAMN15547534,SRR12233579,GCF_016804125.1_ASM1680412v1_genomic,GCF_016804125.1,False,True,True,False,ILLUMINA,Klebsiella africana,100.0,0.07,PRJNA646592,Klebsiella africana,strong,89,271129
SAMN21850281,SRR17194196,GCF_020405125.1_ASM2040512v1_genomic,GCF_020405125.1,False,False,False,,,,,,,,,,
SAMN31654606,SRR22226958,GCF_029814445.1_ASM2981444v1_genomic,GCF_029814445.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.3,PRJNA561493,Klebsiella pneumoniae,strong,204,161501
SAMN22420060,SRR17439338,GCF_020684865.1_ASM2068486v1_genomic,GCF_020684865.1,False,False,False,,,,,,,,,,
SAMN17766602,SRR13617257,GCF_022964795.1_ASM2296479v1_genomic,GCF_022964795.1,False,False,False,,,,,,,,,,
SAMN17766553,SRR13617311,GCF_022964835.1_ASM2296483v1_genomic,GCF_022964835.1,False,False,False,,,,,,,,,,
SAMN17766548,SRR13617236,GCF_022964875.1_ASM2296487v1_genomic,GCF_022964875.1,False,False,False,,,,,,,,,,
SAMN39724759,SRR27830830,GCF_037024275.1_ASM3702427v1_genomic,GCF_037024275.1,False,True,True,False,ILLUMINA,Klebsiella pneumoniae,100.0,0.81,PRJNA1072014,Klebsiella pneumoniae,strong,198,292354
SAMN16387634,SRR12811580,GCF_027595625.1_ASM2759562v1_genomic,GCF_027595625.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.21,PRJNA667445,Klebsiella pneumoniae,strong,151,271808
SAMD00116246,DRR128837,GCF_003584585.1_ASM358458v1_genomic,GCF_003584585.1,False,True,True,False,ILLUMINA || PACBIO_SMRT,Klebsiella pneumoniae,100.0,0.16,PRJDB6962,Klebsiella pneumoniae,strong,151,169951
