ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCF_002243445.1	GCA_002243445.1	Complete Genome	current	PacBio	CLC genomic workbench v. 9			5621950	4	5394314	1	4	5394314	1	30.0	57.0	4	99.07	0.19	OK	derived_species_match	GCF_002243445
GCF_002587885.1	GCA_002587885.1	Complete Genome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5769651	4	5392753	1	4	5392753	1	475.368	57.0	4	98.94	1.34	OK	derived_species_match	GCF_002587885
GCF_001939885.2	GCA_001939885.2	Complete Genome	current	PacBio	HGAP v. 2.0			5652219	2	5390233	1	2	5390233	1	100.0	57.0	2	98.64	0.37	OK	derived_species_match	GCF_001939885
GCF_002192315.1	GCA_002192315.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5598174	4	5388754	1	4	5388754	1	82.0	57.5	4	98.59	0.86	OK	derived_species_match	GCF_002192315
GCF_002156785.1	GCA_002156785.1	Complete Genome	current	PacBio	HGAP v. v2			5973075	4	5383018	1	4	5383018	1	232.0	56.5	4	96.93	1.55	OK	derived_species_match	GCF_002156785
GCF_002180155.1	GCA_002180155.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5859680	6	5382888	1	6	5382888	1	167.0	57.0	6	99.04	0.19	OK	derived_species_match	GCF_002180155
GCF_002192335.1	GCA_002192335.1	Complete Genome	current	PacBio RSII	HGAP v. 2.3			5849839	6	5380979	1	6	5380979	1	169.0	57.0	6	99.04	0.19	OK	derived_species_match	GCF_002192335
GCF_002113865.1	GCA_002113865.1	Complete Genome	current	PacBio	HGAPv3 v. FEB-2017			6081126	5	5380605	1	5	5380605	1	190.0	56.5	5	99.07	1.2	OK	derived_species_match	GCF_002113865
GCF_002211905.1	GCA_002211905.1	Complete Genome	current	PacBio	other v. HGAP 3			5816577	4	5377031	1	4	5377031	1	77.48	57.0	4	98.21	1.83	OK	species_match	GCF_002211905
GCF_002180175.1	GCA_002180175.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5746129	4	5375740	1	4	5375740	1	125.0	57.0	4	99.07	0.72	OK	derived_species_match	GCF_002180175
GCF_002257935.4	GCA_002257935.4	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5749442	3	5375242	1	3	5375242	1	200.0	57.0	3	98.77	1.08	OK	species_match	GCF_002257935
GCF_002202235.1	GCA_002202235.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5782129	6	5374770	1	6	5374770	1	208.0	57.0	6	98.55	1.47	OK	derived_species_match	GCF_002202235
GCF_002202215.1	GCA_002202215.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5656270	5	5374215	1	5	5374215	1	100.0	57.0	5	98.55	1.47	OK	derived_species_match	GCF_002202215
GCF_001908875.1	GCA_001908875.1	Complete Genome	current	PacBio	SMRT Analysis Software v. 2.3.0			5920288	6	5373057	1	6	5373057	1	160.0	56.5	6	98.42	1.21	OK	derived_species_match	GCF_001908875
GCF_001908695.1	GCA_001908695.1	Complete Genome	current	PacBio	SMRT Analysis Software v. 2.3.0			5914083	6	5373056	1	6	5373056	1	98.0	56.5	6	98.42	1.27	OK	derived_species_match	GCF_001908695
GCF_001908675.1	GCA_001908675.1	Complete Genome	current	PacBio	SMRT Analysis Software v. 2.3.0			5921376	6	5373055	1	6	5373055	1	126.0	56.5	6	98.42	1.21	OK	derived_species_match	GCF_001908675
GCF_001956965.1	GCA_001956965.1	Complete Genome	current	Illumina; PacBio	SMRT Analysis v. 2.3.0			5869161	5	5373055	1	5	5373055	1	160.0	56.5	5	98.37	1.21	OK	derived_species_match	GCF_001956965
GCF_002258055.3	GCA_002258055.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5848375	6	5371030	1	6	5371030	1	200.0	57.0	6	98.85	0.56	OK	derived_species_match	GCF_002258055
GCF_002258015.3	GCA_002258015.3	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Trycycler v. 0.5.5			5501595	4	5365865	1	4	5365865	1	150.0	57.5	4	98.29	0.38	OK	derived_species_match	GCF_002258015
GCF_002258145.4	GCA_002258145.4	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5501020	4	5365290	1	4	5365290	1	200.0	57.5	4	98.29	0.38	OK	derived_species_match	GCF_002258145
GCF_002055855.1	GCA_002055855.1	Complete Genome	current	PacBio RSII	HGAP v. 2.3			5884778	4	5357430	1	4	5357430	1	220.0	56.5	4	98.56	1.53	OK	derived_species_match	GCF_002055855
GCF_002753375.2	GCA_002753375.2	Complete Genome	current	Illumina; Oxford Nanopore MinION	Flye v. 2.8.1			5354544	1	5354544	1	1	5354544	1	115.0	57.0	1	98.81	0.32	OK	derived_species_match	GCF_002753375
GCF_002056385.1	GCA_002056385.1	Complete Genome	current	PacBio RSII	canu v 1.3			5666107	5	5351479	1	5	5351479	1	196.0	57.0	5	98.74	0.19	OK	derived_species_match	GCF_002056385
GCF_001952895.1	GCA_001952895.1	Complete Genome	current	Illumina; PacBio	SPAdes v. 3.5.0; HGAP Assembly v. 3			5880908	7	5348589	1	7	5348589	1	300.0	57.0	7	98.3	0.32	OK	derived_species_match	GCF_001952895
GCF_002055765.1	GCA_002055765.1	Complete Genome	current	PacBio RSII	HGAP v. 2.3			5838292	6	5345997	1	6	5345997	1	201.0	57.0	6	97.63	0.92	OK	species_match	GCF_002055765
GCF_002752995.1	GCA_002752995.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5519452	3	5337491	1	3	5337491	1	121.0	57.5	3	98.81	0.28	OK	derived_species_match	GCF_002752995
GCF_002753355.1	GCA_002753355.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5519452	3	5337491	1	3	5337491	1	139.0	57.5	3	98.81	0.28	OK	derived_species_match	GCF_002753355
GCF_002209405.1	GCA_002209405.1	Complete Genome	current	PacBio	SOAPdenovo v. 1.0			5332976	1	5332976	1	1	5332976	1	86.0	57.5	1	98.56	0.61	OK	derived_species_match	GCF_002209405
GCF_002202255.1	GCA_002202255.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5798614	5	5328319	1	5	5328319	1	120.0	57.0	5	98.81	1.2	OK	derived_species_match	GCF_002202255
GCF_002197505.1	GCA_002197505.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5726558	6	5322544	1	6	5322544	1	85.0	57.0	6	98.79	0.19	OK	derived_species_match	GCF_002197505
GCF_002753555.1	GCA_002753555.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5766429	7	5298459	1	7	5298459	1	91.0	57.0	7	98.94	1.37	OK	derived_species_match	GCF_002753555
GCF_002753405.1	GCA_002753405.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5736111	7	5298228	1	7	5298228	1	82.0	57.0	7	98.94	1.35	OK	derived_species_match	GCF_002753405
GCF_002753055.1	GCA_002753055.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5768996	7	5297118	1	7	5297118	1	125.0	57.0	7	98.94	1.37	OK	derived_species_match	GCF_002753055
GCF_002753075.1	GCA_002753075.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5768986	7	5297108	1	7	5297108	1	120.0	57.0	7	98.94	1.37	OK	derived_species_match	GCF_002753075
GCF_002741685.1	GCA_002741685.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5768890	7	5296999	1	7	5296999	1	83.0	57.0	7	98.94	1.37	OK	derived_species_match	GCF_002741685
GCF_001908895.1	GCA_001908895.1	Complete Genome	current	PacBio	SMRT Analysis Software v. 2.3.0			5526153	3	5295517	1	3	5295517	1	160.0	57.5	3	98.9	0.19	OK	derived_species_match	GCF_001908895
GCF_002752975.1	GCA_002752975.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5731216	7	5293333	1	7	5293333	1	115.0	57.0	7	98.94	1.35	OK	derived_species_match	GCF_002752975
GCF_002753605.1	GCA_002753605.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5732200	6	5293333	1	6	5293333	1	133.0	57.0	6	98.94	1.35	OK	derived_species_match	GCF_002753605
GCF_002164695.2	GCA_002164695.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5714892	5	5283055	1	5	5283055	1	200.0	57.0	5	98.98	0.19	OK	derived_species_match	GCF_002164695
GCF_002752955.1	GCA_002752955.1	Complete Genome	current	PacBio; Illumina MiSeq	HGAP v. 2.0			5717053	8	5267491	1	8	5267491	1	200.0	57.0	8	98.98	0.72	OK	derived_species_match	GCF_002752955
GCF_002116885.1	GCA_002116885.1	Complete Genome	current	PacBio	HGAP v. 2.3			5264852	1	5264852	1	1	5264852	1	215.0	57.5	1	98.17	0.26	OK	derived_species_match	GCF_002116885
GCF_002753165.1	GCA_002753165.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5702263	7	5264380	1	7	5264380	1	88.0	57.0	7	98.94	1.35	OK	derived_species_match	GCF_002753165
GCF_002591075.1	GCA_002591075.1	Complete Genome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5752865	6	5240335	1	6	5240335	1	600.092	57.0	6	98.03	1.53	OK	derived_species_match	GCF_002591075
GCF_001952875.1	GCA_001952875.1	Complete Genome	current	Illumina; PacBio	SPAdes v. 3.5.0; HGAP Assembly v. 3			5435802	3	5237856	1	3	5237856	1	300.0	57.5	3	97.77	0.5	OK	derived_species_match	GCF_001952875
GCF_002752905.1	GCA_002752905.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5448674	3	5232513	1	3	5232513	1	138.0	57.0	3	98.55	0.89	OK	species_match	GCF_002752905
GCF_001936035.1	GCA_001936035.1	Complete Genome	current	PacBio RSII	SMRT Portal v. 2.2			5387970	2	5229229	1	2	5229229	1	126.0	57.5	2	98.71	0.71	OK	derived_species_match	GCF_001936035
GCF_002258175.2	GCA_002258175.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5763518	5	5204756	1	5	5204756	1	200.0	56.5	5	98.55	0.89	OK	derived_species_match	GCF_002258175
GCF_001952835.1	GCA_001952835.1	Complete Genome	current	PacBio	HGAP version 3.0 v. 2016-05-19			5269768	2	5195816	1	2	5195816	1	173.0	57.5	2	98.29	0.78	OK	derived_species_match	GCF_001952835
GCF_002258005.2	GCA_002258005.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5427205	3	5168293	1	3	5168293	1	200.0	57.5	3	99.07	1.17	OK	derived_species_match	GCF_002258005
GCF_002180255.1	GCA_002180255.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5806817	5	5165071	1	5	5165071	1	183.0	56.5	5	98.05	1.86	OK	derived_species_match	GCF_002180255
GCF_002249975.2	GCA_002249975.3	Complete Genome	current	PacBio; Illumina NextSeq	Canu v. 1.5			5827698	5	5449904	1	5	5449904	1	85.0	57.0	5	99.07	0.28	OK	subspecies_match	GCF_002249975
GCF_002163895.1	GCA_002163895.1	Complete Genome	current	Illumina MiSeq; PacBio	SPAdes v. 3.9			5918670	4	5348368	1	4	5348368	1	400.0	56.5	4	98.94	1.1	OK	species_match	GCF_002163895
GCF_002761515.1	GCA_002761515.1	Complete Genome	current	PacBio	HGAP v. 2.0			5316818	1	5316818	1	1	5316818	1	100.0	57.5	1	98.92	0.56	OK	subspecies_match	GCF_002761515
GCF_002248115.2	GCA_002248115.3	Complete Genome	current	Illumina NextSeq 500, Oxford Nanopore MinION	Unicycler v. v0.4.7			5827024	11	5258218	1	11	5258218	1	161.03	57.0	11	98.46	1.44	OK	subspecies_match	GCF_002248115
GCF_002251875.2	GCA_002251875.3	Complete Genome	current	Illumina NextSeq 500, Oxford Nanopore MinION	Unicycler v. v0.4.7			5725168	7	5215652	1	7	5215652	1	140.66	56.5	7	98.61	1.01	OK	subspecies_match	GCF_002251875
GCF_002239895.2	GCA_002239895.2	Complete Genome	current	Illumina NextSeq and Oxford Nanopore	Unicycler v. 0.4.6			5946330	7	5446060	1	7	5446060	1	759.556	57.0	7	98.87	1.29	OK	derived_species_match	GCF_002239895
GCF_002240295.1	GCA_002240295.1	Complete Genome	current	Illumina MiSeq	Newbler v. 2.7			5089790	1	5089790	1	1	5089790	1	60.0	58.0	1	99.31	0.33	OK	derived_species_match	GCF_002240295
GCF_002240315.1	GCA_002240315.1	Complete Genome	current	Illumina MiSeq	Newbler v. 2.7			5088626	1	5088626	1	1	5088626	1	60.0	58.0	1	99.31	0.33	OK	derived_species_match	GCF_002240315
GCF_002240335.1	GCA_002240335.1	Complete Genome	current	Illumina MiSeq	Newbler v. 2.7			5087945	1	5087945	1	1	5087945	1	60.0	58.0	1	99.31	0.33	OK	derived_species_match	GCF_002240335
GCF_002187935.3	GCA_002187935.3	Complete Genome	current	Oxford Nanopore	Canu v. 1.7.1			5860012	6	5395457	1	6	5395457	1	58.56	57.0	6	98.59	0.93	OK	subspecies_match	GCF_002187935
GCF_001989495.1	GCA_001989495.1	Complete Genome	current	PacBio	SeqMan Pro, DNASTAR v. 12.1.0(141).421			5860470	4	5600718	1	4	5600718	1		57.0	4	99.66	0.67	OK	species_match	GCF_001989495
GCF_001989515.1	GCA_001989515.1	Complete Genome	current	PacBio	SeqMan Pro, DNASTAR v. 12.1.0(141).421			5927027	5	5600717	1	5	5600717	1		57.0	5	99.58	0.67	OK	species_match	GCF_001989515
GCF_001969305.1	GCA_001969305.1	Complete Genome	current	PacBio	Hierarchical Genome Assembly Process with smrtanalysis v. 2.3.0			5763656	2	5600402	1	2	5600402	1	98.63	57.0	2	99.41	0.51	OK	derived_species_match	GCF_001969305
GCF_001989535.1	GCA_001989535.1	Complete Genome	current	PacBio	SeqMan Pro, DNASTAR v. 12.1.0(141).421			5933065	5	5599927	1	5	5599927	1		57.0	5	99.66	0.67	OK	species_match	GCF_001989535
GCF_002156765.1	GCA_002156765.1	Complete Genome	current	PacBio	HGAP v. v2			6106127	6	5554150	1	6	5554150	1	95.0	56.5	6	98.89	1.68	OK	species_match	GCF_002156765
GCF_002164805.3	GCA_002164805.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			6152376	7	5508219	1	7	5508219	1	200.0	57.0	7	99.34	0.89	OK	derived_species_match	GCF_002164805
GCF_002211665.1	GCA_002211665.1	Chromosome	current	PacBio	SMRTAnalysis v. 2.3			5745128	5	5208204	1	5	5208104	1	193.0	57.0	5	98.26	0.67	OK	derived_species_match	GCF_002211665
GCF_002007665.1	GCA_002007665.1	Chromosome	current	PacBio	Hgap v. 2.2			5804404	5	5423217	1	5	5423117	1	138.0	57.0	5	97.45	0.21	OK	subspecies_match	GCF_002007665
GCF_002386225.2	GCA_002386225.2	Chromosome	current	PacBio; Illumina	Celera v. 8.2			5614163	5	5402136	1	5	5402136	1	449.92	57.0	4	98.94	0.21	OK	derived_species_match	GCF_002386225
GCF_002636095.1	GCA_002636095.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5625903	7	5344312	1	7	5344312	1	666.06	57.0	6	98.57	0.49	OK	derived_species_match	GCF_002636095
GCF_002636375.1	GCA_002636375.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5727717	7	5329011	1	7	5329011	1	570.571	57.0	6	98.55	1.26	OK	derived_species_match	GCF_002636375
GCF_002635725.1	GCA_002635725.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5606744	6	5315094	1	6	5315094	1	642.857	57.0	5	99.07	1.24	OK	derived_species_match	GCF_002635725
GCF_002636215.1	GCA_002636215.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3			5789969	7	5226396	1	7	5226396	1	581.682	57.0	6	98.61	0.75	OK	derived_species_match	GCF_002636215
GCF_002903005.1	GCA_002903005.1	Complete Genome	current	PacBio RSII	canu v. 1.3			6209759	6	5616605	1	6	5616605	1	214.0	56.5	6	98.63	1.83	OK	derived_species_match	GCF_002903005
GCF_003203435.1	GCA_003203435.1	Complete Genome	current	PacBio	SMRT portal v. 2.3.0			6107937	4	5547427	1	4	5547427	1	132.92	56.5	4	98.89	0.57	OK	derived_species_match	GCF_003203435
GCF_002967795.2	GCA_002967795.2	Complete Genome	current	IonTorrent; Oxford Nanopore MiniION	Canu v. 1.7; Unicycler hybrid v. 0.4.6			5915658	5	5539612	1	5	5539612	1	112.0	57.0	5	98.78	1.04	OK	derived_species_match	GCF_002967795
GCF_002812665.1	GCA_002812665.1	Complete Genome	current	PacBio; Illumina HiSeq	Celera Assembler v. 8.1			6067344	6	5537943	1	6	5537943	1	90.0	57.0	6	98.52	0.21	OK	derived_species_match	GCF_002812665
GCF_002935085.1	GCA_002935085.1	Complete Genome	current	PacBio RSII	canu v. 1.3			6296819	7	5531975	1	7	5531975	1	226.0	56.5	7	97.98	1.3	OK	derived_species_match	GCF_002935085
GCF_003073335.1	GCA_003073335.1	Complete Genome	current	PacBio RSII	canu v. 1.6			6131952	7	5511019	1	7	5511019	1	98.0	56.5	7	98.29	1.84	OK	derived_species_match	GCF_003073335
GCF_002848545.1	GCA_002848545.1	Complete Genome	current	Illumina MiSeq; PacBio	A5-miseq v. v20150522; CANU v. v1.4			5859831	5	5492338	1	5	5492338	1	209.0	57.0	5	98.9	1.5	OK	derived_species_match	GCF_002848545
GCF_002813595.1	GCA_002813595.1	Complete Genome	current	Illumina MiniSeq; Illumina MiSeq; Nanopore Technologies MinION R9.X	SPAdes v. v3.11.1; Unicycler v. v0.4.4-beta			5716697	2	5485114	1	2	5485114	1	159.3	57.0	2	98.69	0.35	OK	species_match	GCF_002813595
GCF_003037185.2	GCA_003037185.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5859435	5	5462735	1	5	5462735	1	200.0	57.0	5	98.38	0.8	OK	species_match	GCF_003037185
GCF_002848585.1	GCA_002848585.1	Complete Genome	current	Illumina MiSeq; PacBio	A5-miseq v. v20150522; CANU v. v1.4			5899407	5	5460465	1	5	5460465	1	278.0	57.0	5	98.25	0.63	OK	derived_species_match	GCF_002848585
GCF_002970895.1	GCA_002970895.1	Complete Genome	current	PacBio; Illumina HiSeq	smrtlink v. version 4.1			5458646	1	5458646	1	1	5458646	1	124.0	57.5	1	98.26	0.61	OK	species_match	GCF_002970895
GCF_002948565.1	GCA_002948565.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5733600	3	5451057	1	3	5451057	1	250.0	57.0	3	98.91	0.64	OK	derived_species_match	GCF_002948565
GCF_002812385.1	GCA_002812385.1	Complete Genome	current	PacBio	Canu v. v1.5			5743591	3	5449340	1	3	5449340	1	163.0	57.0	3	98.81	0.28	OK	derived_species_match	GCF_002812385
GCF_003261955.3	GCA_003261955.3	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5603723	5	5448219	1	5	5448219	1	200.0	57.5	5	98.42	0.38	OK	derived_species_match	GCF_003261955
GCF_003038035.2	GCA_003038035.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.8			5643919	5	5447233	1	5	5447233	1	100.0	57.5	5	98.42	0.38	OK	derived_species_match	GCF_003038035
GCF_003038135.2	GCA_003038135.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5629461	4	5445745	1	4	5445745	1	200.0	57.5	4	98.42	0.38	OK	derived_species_match	GCF_003038135
GCF_002811325.3	GCA_002811325.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5641307	5	5444981	1	5	5444981	1	200.0	57.5	5	98.29	0.38	OK	derived_species_match	GCF_002811325
GCF_003037005.2	GCA_003037005.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5841127	5	5444559	1	5	5444559	1	200.0	57.0	5	99.07	1.34	OK	derived_species_match	GCF_003037005
GCF_003073675.1	GCA_003073675.1	Complete Genome	current	Pacbio; Illumina	SMRT v. 2.3.0; HGAP v. 3.0			5823933	5	5439007	1	5	5439007	1	15.39	57.0	5	99.07	0.19	OK	derived_species_match	GCF_003073675
GCF_003181055.1	GCA_003181055.1	Complete Genome	current	PacBio; Illumina MiSeq	CLC Genomics workbench v. 11.0.1			5657209	5	5438025	1	5	5438025	1	20.0	57.0	5	98.55	1.02	OK	species_match	GCF_003181055
GCF_002909775.1	GCA_002909775.2	Complete Genome	current	Oxford Nanopore MiniION; IonTorrent	Canu v. 1.7; Unicycler hybrid v. 0.4.6			5718424	8	5438017	1	8	5438017	1	47.4	57.0	8	98.51	0.79	OK	species_match	GCF_002909775
GCF_002812365.1	GCA_002812365.1	Complete Genome	current	PacBio	Canu v. v1.5			5633657	3	5414861	1	3	5414861	1	193.0	57.0	3	98.0	0.28	OK	derived_species_match	GCF_002812365
GCF_002903025.1	GCA_002903025.1	Complete Genome	current	PacBio RSII	canu v. 1.5			6374553	9	5403218	1	9	5403218	1	250.0	56.0	9	97.92	1.79	OK	species_match	GCF_002903025
GCF_003031345.1	GCA_003031345.1	Complete Genome	current	CANU	CANU v. JUL-2017			5640638	4	5399501	1	4	5399501	1	129.0	57.0	4	97.76	1.01	OK	derived_species_match	GCF_003031345
GCF_003054385.1	GCA_003054385.1	Complete Genome	current	PacBio; Illumina HiSeq	SOAPdenovo v. Dec-2017			5579775	3	5398745	1	3	5398745	1	250.0	57.0	3	98.61	0.85	OK	derived_species_match	GCF_003054385
GCF_003006175.1	GCA_003006175.1	Complete Genome	current	Illumina MiSeq; PacBio	CLC Genomics Workbench v. 10			5752275	8	5394870	1	8	5394870	1	50.0	57.0	8	97.77	1.33	OK	derived_species_match	GCF_003006175
GCF_002833425.1	GCA_002833425.1	Complete Genome	current	Illumina MiSeq and Oxford Nanopore	SPAdes hybrid assembly v. 3.10.1			5741903	3	5388622	1	3	5388622	1	31.0	57.0	3	98.62	0.81	OK	derived_species_match	GCF_002833425
GCF_002833445.1	GCA_002833445.1	Complete Genome	current	Illumina MiSeq and Oxford Nanopore	SPAdes hybrid assembly v. 3.10.1			5745430	3	5388466	1	3	5388466	1	61.0	57.0	3	98.62	0.81	OK	derived_species_match	GCF_002833445
GCF_002833465.1	GCA_002833465.1	Complete Genome	current	Illumina MiSeq and Oxford Nanopore	SPAdes hybrid assembly v. 3.10.1			5751187	3	5383248	1	3	5383248	1	71.0	57.0	3	98.62	0.81	OK	derived_species_match	GCF_002833465
GCF_003038215.3	GCA_003038215.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5909803	6	5376106	1	6	5376106	1	200.0	57.0	6	99.07	0.85	OK	derived_species_match	GCF_003038215
GCF_003031325.1	GCA_003031325.1	Complete Genome	current	PacBio	CANU v. SEP-2017			5947820	6	5369387	1	6	5369387	1	131.0	57.0	6	97.34	1.63	OK	derived_species_match	GCF_003031325
GCF_003037325.3	GCA_003037325.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5534274	4	5361364	1	4	5361364	1	200.0	57.5	4	97.77	0.38	OK	derived_species_match	GCF_003037325
GCF_002848565.1	GCA_002848565.1	Complete Genome	current	Illumina MiSeq; PacBio	A5-miseq v. v20150522			5845963	5	5359967	1	5	5359967	1	208.0	57.0	5	98.44	0.79	OK	derived_species_match	GCF_002848565
GCF_003267985.1	GCA_003267985.1	Complete Genome	current	PacBio	HGAP v. 2.3.0			5794565	3	5356693	1	3	5356693	1	500.0	57.0	3	97.72	1.53	OK	derived_species_match	GCF_003267985
GCF_003204175.1	GCA_003204175.1	Complete Genome	current	PacBio RSII	HGAP v. 2.3			5626400	3	5347404	1	3	5347404	1	133.0	57.5	3	98.68	1.14	OK	derived_species_match	GCF_003204175
GCF_003069525.1	GCA_003069525.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5799475	4	5341581	1	4	5341581	1	144.0	57.0	4	98.86	1.47	OK	derived_species_match	GCF_003069525
GCF_003074015.1	GCA_003074015.1	Complete Genome	current	Pacbio; Illumina	canu v. 1.4; SPAdes v. 3.6.0			5675659	5	5331435	1	5	5331435	1	20.43	57.0	5	98.35	0.89	OK	derived_species_match	GCF_003074015
GCF_003073235.1	GCA_003073235.1	Complete Genome	current	PacBio; Illumina MiSeq	HGAP v. 2.0			5617050	7	5319773	1	7	5319773	1	200.0	57.0	7	99.07	1.19	OK	derived_species_match	GCF_003073235
GCF_003036645.2	GCA_003036645.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5558930	7	5319756	1	7	5319756	1	200.0	57.0	7	98.71	1.68	OK	derived_species_match	GCF_003036645
