ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCA_002180175.1	GCF_002180175.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5746129	4	5375740	1	4	5375740	1	125	57.0	4.0	99.07	0.72	OK	derived_species_match	GCA_002180175
GCA_002257935.4	GCF_002257935.4	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5749442	3	5375242	1	3	5375242	1	200	57.0	3.0	98.77	1.08	OK	species_match	GCA_002257935
GCA_002202235.1	GCF_002202235.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5782129	6	5374770	1	6	5374770	1	208	57.0	6.0	98.55	1.47	OK	derived_species_match	GCA_002202235
GCA_002202215.1	GCF_002202215.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5656270	5	5374215	1	5	5374215	1	100	57.0	5.0	98.55	1.47	OK	derived_species_match	GCA_002202215
GCA_002258055.3	GCF_002258055.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5848375	6	5371030	1	6	5371030	1	200	57.0	6.0	98.85	0.56	OK	derived_species_match	GCA_002258055
GCA_002258015.3	GCF_002258015.3	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Trycycler v. 0.5.5			5501595	4	5365865	1	4	5365865	1	150	57.5	4.0	98.29	0.38	OK	derived_species_match	GCA_002258015
GCA_002258145.4	GCF_002258145.4	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5501020	4	5365290	1	4	5365290	1	200	57.5	4.0	98.29	0.38	OK	derived_species_match	GCA_002258145
GCA_002753375.2	GCF_002753375.2	Complete Genome	current	Illumina; Oxford Nanopore MinION	Flye v. 2.8.1			5354544	1	5354544	1	1	5354544	1	115	57.0	1.0	98.81	0.32	OK	derived_species_match	GCA_002753375
GCA_002752995.1	GCF_002752995.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5519452	3	5337491	1	3	5337491	1	121	57.5	3.0	98.81	0.28	OK	derived_species_match	GCA_002752995
GCA_002753355.1	GCF_002753355.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5519452	3	5337491	1	3	5337491	1	139	57.5	3.0	98.81	0.28	OK	derived_species_match	GCA_002753355
GCA_002202255.1	GCF_002202255.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5798614	5	5328319	1	5	5328319	1	120	57.0	5.0	98.81	1.2	OK	derived_species_match	GCA_002202255
GCA_002197505.1	GCF_002197505.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5726558	6	5322544	1	6	5322544	1	85	57.0	6.0	98.79	0.19	OK	derived_species_match	GCA_002197505
GCA_002753555.1	GCF_002753555.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5766429	7	5298459	1	7	5298459	1	91	57.0	7.0	98.94	1.37	OK	derived_species_match	GCA_002753555
GCA_002753405.1	GCF_002753405.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5736111	7	5298228	1	7	5298228	1	82	57.0	7.0	98.94	1.35	OK	derived_species_match	GCA_002753405
GCA_002753055.1	GCF_002753055.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5768996	7	5297118	1	7	5297118	1	125	57.0	7.0	98.94	1.37	OK	derived_species_match	GCA_002753055
GCA_002753075.1	GCF_002753075.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5768986	7	5297108	1	7	5297108	1	120	57.0	7.0	98.94	1.37	OK	derived_species_match	GCA_002753075
GCA_002741685.1	GCF_002741685.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5768890	7	5296999	1	7	5296999	1	83	57.0	7.0	98.94	1.37	OK	derived_species_match	GCA_002741685
GCA_002752975.1	GCF_002752975.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5731216	7	5293333	1	7	5293333	1	115	57.0	7.0	98.94	1.35	OK	derived_species_match	GCA_002752975
GCA_002753605.1	GCF_002753605.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5732200	6	5293333	1	6	5293333	1	133	57.0	6.0	98.94	1.35	OK	derived_species_match	GCA_002753605
GCA_002811335.4	GCF_002811335.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.3			5752334	5	5291863	1	5	5291863	1	200	57.0	5.0	98.51	1.48	OK	derived_species_match	GCA_002811335
GCA_002811425.2	GCF_002811425.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.8			5719173	5	5284036	1	5	5284036	1	100	57.0	5.0	98.98	0.19	OK	derived_species_match	GCA_002811425
GCA_002164695.2	GCF_002164695.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5714892	5	5283055	1	5	5283055	1	200	57.0	5.0	98.98	0.19	OK	derived_species_match	GCA_002164695
GCA_002753165.1	GCF_002753165.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5702263	7	5264380	1	7	5264380	1	88	57.0	7.0	98.94	1.35	OK	derived_species_match	GCA_002753165
GCA_002852995.3	GCF_002852995.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5498451	4	5256586	1	4	5256586	1	200	57.0	4.0	98.42	1.47	OK	derived_species_match	GCA_002852995
GCA_002591075.1	GCF_002591075.1	Complete Genome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5752865	6	5240335	1	6	5240335	1	600.092	57.0	6.0	98.03	1.53	OK	derived_species_match	GCA_002591075
GCA_002752905.1	GCF_002752905.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0			5448674	3	5232513	1	3	5232513	1	138	57.0	3.0	98.55	0.89	OK	species_match	GCA_002752905
GCA_002853475.2	GCF_002853475.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5576609	5	5205214	1	5	5205214	1	200	57.0	5.0	98.42	1.59	OK	derived_species_match	GCA_002853475
GCA_002258175.2	GCF_002258175.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5763518	5	5204756	1	5	5204756	1	200	56.5	5.0	98.55	0.89	OK	derived_species_match	GCA_002258175
GCA_002258005.2	GCF_002258005.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5427205	3	5168293	1	3	5168293	1	200	57.5	3.0	99.07	1.17	OK	derived_species_match	GCA_002258005
GCA_002180255.1	GCF_002180255.1	Complete Genome	current	PacBio RSII	canu v. 1.3			5806817	5	5165071	1	5	5165071	1	183	56.5	5.0	98.05	1.86	OK	derived_species_match	GCA_002180255
GCA_002853435.3	GCF_002853435.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5852348	6	5492984	1	6	5492984	1	200	57.0	6.0	99.0	1.02	OK	subspecies_match	GCA_002853435
GCA_002852675.2	GCF_002852675.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.8			5692673	5	5469023	1	5	5469023	1	100	57.0	5.0	98.29	0.21	OK	subspecies_match	GCA_002852675
GCA_002852975.3	GCF_002852975.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.5			5896463	6	5468181	1	6	5468181	1	200	57.0	6.0	98.55	0.43	OK	subspecies_match	GCA_002852975
GCA_002852785.2	GCF_002852785.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5838094	5	5462067	1	5	5462067	1	200	57.0	5.0	98.81	0.5	OK	subspecies_match	GCA_002852785
GCA_002852365.2	GCF_002852365.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5835473	5	5459441	1	5	5459441	1	200	57.0	5.0	98.81	0.5	OK	subspecies_match	GCA_002852365
GCA_002249975.3	GCF_002249975.2	Complete Genome	current	PacBio; Illumina NextSeq	Canu v. 1.5			5827698	5	5449904	1	5	5449904	1	85	57.0	5.0	99.07	0.28	OK	subspecies_match	GCA_002249975
GCA_002852945.3	GCF_002852945.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5653527	5	5413765	1	5	5413765	1	200	57.0	5.0	99.05	0.71	OK	subspecies_match	GCA_002852945
GCA_002894385.2	GCF_002894385.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5538359	4	5394089	1	4	5394089	1	200	57.5	4.0	98.94	0.38	OK	subspecies_match	GCA_002894385
GCA_002248115.3	GCF_002248115.2	Complete Genome	current	Illumina NextSeq 500, Oxford Nanopore MinION	Unicycler v. v0.4.7			5827024	11	5258218	1	11	5258218	1	161.03	57.0	11.0	98.46	1.44	OK	subspecies_match	GCA_002248115
GCA_002251875.3	GCF_002251875.2	Complete Genome	current	Illumina NextSeq 500, Oxford Nanopore MinION	Unicycler v. v0.4.7			5725168	7	5215652	1	7	5215652	1	140.66	56.5	7.0	98.61	1.01	OK	subspecies_match	GCA_002251875
GCA_002852325.2	GCF_002852325.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5296578	2	5197068	1	2	5197068	1	200	57.5	2.0	99.07	0.68	OK	subspecies_match	GCA_002852325
GCA_002853115.2	GCF_002853115.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.8			5699947	2	5470998	1	2	5470998	1	150	57.0	2.0	98.6	0.36	OK	species_match	GCA_002853115
GCA_002853385.2	GCF_002853385.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5505784	3	5275829	1	3	5275829	1	200	57.5	3.0	99.08	1.76	OK	derived_species_match	GCA_002853385
GCA_002239895.2	GCF_002239895.2	Complete Genome	current	Illumina NextSeq and Oxford Nanopore	Unicycler v. 0.4.6			5946330	7	5446060	1	7	5446060	1	759.556	57.0	7.0	98.87	1.29	OK	derived_species_match	GCA_002239895
GCA_002187935.3	GCF_002187935.3	Complete Genome	current	Oxford Nanopore	Canu v. 1.7.1			5860012	6	5395457	1	6	5395457	1	58.56	57.0	6.0	98.59	0.93	OK	subspecies_match	GCA_002187935
GCA_002156765.1	GCF_002156765.1	Complete Genome	current	PacBio	HGAP v. v2			6106127	6	5554150	1	6	5554150	1	95	56.5	6.0	98.89	1.68	OK	species_match	GCA_002156765
GCA_002852915.4	GCF_002852915.4	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5789507	2	5553346	1	2	5553346	1	200	57.0	2.0	99.37	0.47	OK	derived_species_match	GCA_002852915
GCA_002164805.3	GCF_002164805.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			6152376	7	5508219	1	7	5508219	1	200	57.0	7.0	99.34	0.89	OK	derived_species_match	GCA_002164805
GCA_002796525.1	GCF_002796525.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5332334	2	5323040	1	2	5323040	1	181	55.0	2.0	96.07	3.96	OK	species_match	GCA_002796525
GCA_002591115.1	GCF_002591115.1	Complete Genome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3			5245455	1	5245455	1	1	5245455	1	15.89	55.0	1.0	95.56	3.77	OK	species_match	GCA_002591115
GCA_002796425.1	GCF_002796425.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5118619	1	5118619	1	1	5118619	1	195	55.0	1.0	95.32	0.87	OK	species_match	GCA_002796425
GCA_002796405.1	GCF_002796405.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5087312	1	5087312	1	1	5087312	1	350	55.0	1.0	96.21	0.68	OK	species_match	GCA_002796405
GCA_002386225.2	GCF_002386225.2	Chromosome	current	PacBio; Illumina	Celera v. 8.2			5614163	5	5402136	1	5	5402136	1	449.92	57.0	4.0	98.94	0.21	OK	derived_species_match	GCA_002386225
GCA_002636095.1	GCF_002636095.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5625903	7	5344312	1	7	5344312	1	666.06	57.0	6.0	98.57	0.49	OK	derived_species_match	GCA_002636095
GCA_002636375.1	GCF_002636375.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5727717	7	5329011	1	7	5329011	1	570.571	57.0	6.0	98.55	1.26	OK	derived_species_match	GCA_002636375
GCA_002635725.1	GCF_002635725.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5606744	6	5315094	1	6	5315094	1	642.857	57.0	5.0	99.07	1.24	OK	derived_species_match	GCA_002635725
GCA_002636215.1	GCF_002636215.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3			5789969	7	5226396	1	7	5226396	1	581.682	57.0	6.0	98.61	0.75	OK	derived_species_match	GCA_002636215
GCA_002635365.1	GCF_002635365.1	Chromosome	current	PacBio; Illumina	Celera v. 8.2, SPAdes v. 3.6.0			6040823	9	5633990	1	9	5633990	1	570.111	55.5	7.0	99.45	0.83	OK	species_match	GCA_002635365
GCA_002635135.1	GCF_002635135.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0			5889790	4	5616089	1	4	5616089	1	476.217	55.5	3.0	99.35	1.65	OK	species_match	GCA_002635135
GCA_002588365.1	GCF_002588365.1	Contig	current	PacBio; Illumina	Celera v. 8.2, SPAdes v. 3.6.0			5550288	7	5274026	1	7	5274026	1	703	57.5		98.37	1.88	OK	derived_species_match	GCA_002588365
GCA_002269815.1	GCF_002269815.1	Contig	current	Illumina HiSeq	CLC Genomics Workbench v. 7			5716024	494	58147	26	494	58147	26	63	57.0		98.68	0.39	OK	derived_species_match	GCA_002269815
GCA_002891215.1	GCF_002891215.1	Contig	current	PacBio; Illumina	HGAP v. 3			5445724	8	2823763	1	8	2823763	1	234	55.0		95.93	4.05	OK	species_match	GCA_002891215
GCA_002588345.1	GCF_002588345.1	Contig	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3			6434810	10	5724278	1	10	5724278	1	532	54.5		96.76	3.25	OK	species_match	GCA_002588345
GCA_002588355.1	GCF_002588355.1	Contig	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3			5921050	6	5616094	1	6	5616094	1	772	55.5		99.35	1.65	OK	species_match	GCA_002588355
GCA_002554635.2	GCF_002554635.1	Contig	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3.0			5834455	4	5503964	1	4	5503964	1	672	55.5		99.38	1.63	OK	species_match	GCA_002554635
GCA_002752815.1	GCF_002752815.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0		contaminated	5684599	7	5356173	1	7	5356173	1	113	57.0	7.0			OK	derived_species_match	GCA_002752815
GCA_002754835.1	GCF_002754835.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0		contaminated	5698065	5	5234963	1	5	5234963	1	124	57.0	5.0			OK	species_match	GCA_002754835
GCA_002753035.1	GCF_002753035.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0		contaminated	5677989	6	5228900	1	6	5228900	1	117	57.0	6.0			OK	species_match	GCA_002753035
GCA_002753015.1	GCF_002753015.1	Complete Genome	current	Illumina HiSeq and ONT	Unicycler v. 0.4.0		contaminated	6025713	11	5228889	1	11	5228889	1	109	56.5	11.0			OK	species_match	GCA_002753015
GCA_002186515.2	GCF_002186515.2	Complete Genome	current	Nanopore; Illumina	Unicycler v. 0.4.6		contaminated	5860994	8	5422688	1	8	5422688	1	694.698	56.5	8.0			OK	genus_match	GCA_002186515
GCA_002636515.1	GCF_002636515.1	Chromosome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0		contaminated	5951576	8	5460389	1	8	5460389	1	636.834	57.0	7.0			OK	derived_species_match	GCA_002636515
GCA_002903005.1	GCF_002903005.1	Complete Genome	current	PacBio RSII	canu v. 1.3			6209759	6	5616605	1	6	5616605	1	214	56.5	6.0	98.63	1.83	OK	derived_species_match	GCA_002903005
GCA_002935085.1	GCF_002935085.1	Complete Genome	current	PacBio RSII	canu v. 1.3			6296819	7	5531975	1	7	5531975	1	226	56.5	7.0	97.98	1.3	OK	derived_species_match	GCA_002935085
GCA_003073335.1	GCF_003073335.1	Complete Genome	current	PacBio RSII	canu v. 1.6			6131952	7	5511019	1	7	5511019	1	98	56.5	7.0	98.29	1.84	OK	derived_species_match	GCA_003073335
GCA_003432165.1	GCF_003432165.1	Complete Genome	current	PacBio; Illumina HiSeq 2000	Unicycler v. v0.1.0			6109915	8	5509899	1	8	5509899	1	119	56.5	8.0	98.38	1.99	OK	species_match	GCA_003432165
GCA_003037185.2	GCF_003037185.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5859435	5	5462735	1	5	5462735	1	200	57.0	5.0	98.38	0.8	OK	species_match	GCA_003037185
GCA_002948565.1	GCF_002948565.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5733600	3	5451057	1	3	5451057	1	250	57.0	3.0	98.91	0.64	OK	derived_species_match	GCA_002948565
GCA_003261955.3	GCF_003261955.3	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5603723	5	5448219	1	5	5448219	1	200	57.5	5.0	98.42	0.38	OK	derived_species_match	GCA_003261955
GCA_003038035.2	GCF_003038035.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.8			5643919	5	5447233	1	5	5447233	1	100	57.5	5.0	98.42	0.38	OK	derived_species_match	GCA_003038035
GCA_003038135.2	GCF_003038135.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5629461	4	5445745	1	4	5445745	1	200	57.5	4.0	98.42	0.38	OK	derived_species_match	GCA_003038135
GCA_003037005.2	GCF_003037005.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5841127	5	5444559	1	5	5444559	1	200	57.0	5.0	99.07	1.34	OK	derived_species_match	GCA_003037005
GCA_003073675.1	GCF_003073675.1	Complete Genome	current	Pacbio; Illumina	SMRT v. 2.3.0; HGAP v. 3.0			5823933	5	5439007	1	5	5439007	1	15.39	57.0	5.0	99.07	0.19	OK	derived_species_match	GCA_003073675
GCA_003711065.1	GCF_003711065.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5807923	4	5434589	1	4	5434589	1	200	57.0	4.0	98.16	0.5	OK	derived_species_match	GCA_003711065
GCA_003571545.1	GCF_003571545.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5525412	3	5425436	1	3	5425436	1	132	57.0	3.0	97.92	0.67	OK	derived_species_match	GCA_003571545
GCA_003812105.1	GCF_003812105.1	Complete Genome	current	PacBio; Illumina	SMRT v. 2.3.0, HGAP v. 3.0, SPAdes v. 3.6.0			5763743	6	5423408	1	6	5423408	1	620.461	57.0	6.0	98.81	0.2	OK	species_match	GCA_003812105
GCA_002903025.1	GCF_002903025.1	Complete Genome	current	PacBio RSII	canu v. 1.5			6374553	9	5403218	1	9	5403218	1	250	56.0	9.0	97.92	1.79	OK	species_match	GCA_002903025
GCA_003006175.1	GCF_003006175.1	Complete Genome	current	Illumina MiSeq; PacBio	CLC Genomics Workbench v. 10			5752275	8	5394870	1	8	5394870	1	50	57.0	8.0	97.77	1.33	OK	derived_species_match	GCA_003006175
GCA_003790485.1	GCF_003790485.1	Complete Genome	current	Illumina MiSeq; PacBio RSII	UniCycler v. v0.3.0b			5857478	7	5394691	1	7	5394691	1	35	57.0	7.0	98.37	0.78	OK	derived_species_match	GCA_003790485
GCA_003288375.1	GCF_003288375.1	Complete Genome	current	Pacbio; Illumina	SMRT v. 2.3.0; HGAP v. 3.0			5709342	4	5379490	1	4	5379490	1	11.12	57.0	4.0	99.07	0.19	OK	derived_species_match	GCA_003288375
GCA_003038215.3	GCF_003038215.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5909803	6	5376106	1	6	5376106	1	200	57.0	6.0	99.07	0.85	OK	derived_species_match	GCA_003038215
GCA_003432185.1	GCF_003432185.1	Complete Genome	current	PacBio; Illumina HiSeq 2000	Unicycler v. v0.1.0			5596264	2	5362796	1	2	5362796	1	105	57.0	2.0	99.07	1.11	OK	derived_species_match	GCA_003432185
GCA_003037325.3	GCF_003037325.3	Complete Genome	current	Illumina HiSeq; MinION	Unicycler v. 0.4.4			5534274	4	5361364	1	4	5361364	1	200	57.5	4.0	97.77	0.38	OK	derived_species_match	GCA_003037325
GCA_003204175.1	GCF_003204175.1	Complete Genome	current	PacBio RSII	HGAP v. 2.3			5626400	3	5347404	1	3	5347404	1	133	57.5	3.0	98.68	1.14	OK	derived_species_match	GCA_003204175
GCA_003069525.1	GCF_003069525.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5799475	4	5341581	1	4	5341581	1	144	57.0	4.0	98.86	1.47	OK	derived_species_match	GCA_003069525
GCA_003443755.1	GCF_003443755.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore	Unicycler v. SEP-2017			5977633	6	5338202	1	6	5338202	1	100	57.0	6.0	98.55	2.07	OK	derived_species_match	GCA_003443755
GCA_003074015.1	GCF_003074015.1	Complete Genome	current	Pacbio; Illumina	canu v. 1.4; SPAdes v. 3.6.0			5675659	5	5331435	1	5	5331435	1	20.43	57.0	5.0	98.35	0.89	OK	derived_species_match	GCA_003074015
GCA_003571585.1	GCF_003571585.1	Complete Genome	current	PacBio RSII	canu v. 1.7			5547246	3	5330135	1	3	5330135	1	246	57.0	3.0	99.06	0.84	OK	derived_species_match	GCA_003571585
GCA_003036645.2	GCF_003036645.2	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.7			5558930	7	5319756	1	7	5319756	1	200	57.0	7.0	98.71	1.68	OK	derived_species_match	GCA_003036645
GCA_003855315.1	GCF_003855315.1	Complete Genome	current	Illumina	SPAdes v. 3.6.2			5920038	8	5319653	1	8	5319653	1	250	56.5	8.0	98.35	1.4	OK	species_match	GCA_003855315
GCA_002918585.2	GCF_002918585.2	Complete Genome	current	PacBio RSII	canu v. 1.6			5571508	5	5316773	1	5	5316773	1	165	57.0	5.0	97.02	1.04	OK	derived_species_match	GCA_002918585
GCA_003571605.1	GCF_003571605.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5961854	7	5312321	1	7	5312321	1	123	57.0	7.0	98.65	1.63	OK	derived_species_match	GCA_003571605
GCA_003571645.1	GCF_003571645.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5703725	6	5309987	1	6	5309987	1	161	57.0	6.0	97.58	1.08	OK	derived_species_match	GCA_003571645
GCA_003812085.1	GCF_003812085.1	Complete Genome	current	Pacbio; Illumina	Canu v. 1.4, SPAdes v. 3.6.0			5667058	5	5305851	1	5	5305851	1	121	57.0	5.0	98.64	0.54	OK	species_match	GCA_003812085
GCA_003660185.1	GCF_003660185.1	Complete Genome	current	Oxford Nanopore MiniION	SPAdes v. 3.8.1			5695354	2	5295441	1	2	5295441	1	105	57.0	2.0	99.08	0.85	OK	derived_species_match	GCA_003660185
GCA_003031505.1	GCF_003031505.1	Complete Genome	current	PacBio	HGAP v. 3			5535407	3	5283646	1	3	5283646	1	498.14	57.5	3.0	99.07	0.19	OK	derived_species_match	GCA_003031505
GCA_003432285.1	GCF_003432285.1	Complete Genome	current	Nanopore minION; Illumina HiSeq 2000	Unicycler v. v0.2.0			5456823	3	5282782	1	3	5282782	1	123	57.0	3.0	98.98	0.4	OK	derived_species_match	GCA_003432285
GCA_003571705.1	GCF_003571705.1	Complete Genome	current	PacBio RSII	canu v. 1.6			5924827	7	5280811	1	7	5280811	1	170	56.5	7.0	98.52	0.72	OK	derived_species_match	GCA_003571705
GCA_003432205.1	GCF_003432205.1	Complete Genome	current	Nanopore minION; Illumina HiSeq 2000	Unicycler v. v0.2.0			5419864	3	5276478	1	3	5276478	1	122	57.5	3.0	99.07	0.76	OK	derived_species_match	GCA_003432205
GCA_003073315.1	GCF_003073315.1	Complete Genome	current	PacBio RSII	HGAP v. 2.3			5479509	4	5275382	1	4	5275382	1	120	57.5	4.0	98.02	2.02	OK	derived_species_match	GCA_003073315
GCA_002968475.1	GCF_002968475.1	Complete Genome	current	Pacbio; Illumina	SMRT v. 2.3.0; HGAP v. 3.0			5892020	11	5274107	1	11	5274107	1	16.41	56.5	11.0	99.06	0.53	OK	derived_species_match	GCA_002968475
GCA_003432245.1	GCF_003432245.1	Complete Genome	current	Nanopore minION; Illumina HiSeq 2000	Unicycler v. v0.3.0			5465612	3	5270163	1	3	5270163	1	128	57.5	3.0	99.0	0.86	OK	derived_species_match	GCA_003432245
