reference,strain,SampleAcc,LaneAcc,SupplierName,StudyAccession,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,SUPPLIER_SAMPLE_NAME,DATE,Strain,main_ST,neonate,major_wards
Musicha et al,16228_1#56,ERS669093,ERR972002,8193,ERP009326,Klebsiella pneumoniae,strong,57,296288,522454,5890457,yes (7368),ambiguous_bases,ST14,3,0,4,8,-,0,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_8-60%,wzi2,KL2 (KL30),aac(3)-IIa.v1;aadA*;sat-2;strA.v1;strB.v1,-,-,-,-,-,catA1^,-,-,-,-,dfrA1.v1,TEM-1D.v1^,-,-,-,-,SHV-28.v1^,-,-,-,-,sul1?-0%,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1*,1,1,-,-,-,-,-,-,-,-,8193,1998,NA,ST14,n,unknown
Musicha et al,16228_1#57,ERS669094,ERR972003,A45755,ERP009326,Klebsiella pneumoniae,strong,47,380971,709238,5393714,yes (3081),ambiguous_bases,ST231,1,1,8,12,ybt 13; ICEKp2,464-1LV,-,0,-,0,-,0,-,0,-,wzi104,KL51,aac(3)-IId^;aac(6')-Ib'.v1;aadA*;strA.v1*;strB.v1*,-,-,-,-,-,catII.2*,-,sul2*,tet(D),-,dfrA14.v2*,TEM-1D.v1^,-,CTX-M-15;SHV-12,-,-,-,238S;240K;35Q,-,-,GyrA-83I;ParC-80I,OXA-9.v1*-42%,-,ST231,2,6,1,3,26,1,77,6,4,131,61,1,126,395,2,4,4,2*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A45755,2007,NA,other,n,unknown
Musicha et al,16228_1#58,ERS669095,ERR972004,D4888,ERP009326,Klebsiella pneumoniae,strong,77,349059,857880,5484926,yes (7450),ambiguous_bases,ST25,0,0,6,7,-,0,-,0,-,0,-,0,-,0,-,wzi72,KL2,strA.v1^;strB.v1,-,-,-,-,-,catII.2*,-,sul2,tet(D),-,dfrA14.v2*,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST25,2,1,1,1,10,4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D4888,2000,NA,ST25,n,unknown
Musicha et al,16228_1#59,ERS669096,ERR972005,D35263,ERP009326,Klebsiella pneumoniae,strong,75,366159,1463787,5719197,yes (7702),ambiguous_bases,ST664,0,0,6,10,-,0,-,0,-,0,-,0,-,0,-,wzi62,KL62,aac(3)-IIa.v1;strA.v1;strB.v1,-,-,-,-,-,floR.v2*,-,sul1;sul2,tet(A).v2;tet(D),-,dfrA5,SCO-1,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,TEM-10.v2?-55%,ST664,52,1,20,2,1,1,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D35263,2005,NA,other,n,unknown
Musicha et al,16228_1#5,ERS669073,ERR971951,BKR2U6,ERP009326,Klebsiella pneumoniae,strong,65,209424,500379,5588368,yes (5132),ambiguous_bases,ST340,0,1,9,17,-,0,-,0,-,0,-,0,-,0,-,wzi50,"KL15 (KL17,KL51,KL52)",aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*;aadA2,-,-,qnrS1,-,-,catII.2*;cmlA5,arr-2,sul1;sul2,tet(D),-,dfrA14.v2*,LAP-2;OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST340,3,3,1,1,1,1,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKR2U6,2013,NA,ST340,n,PAEDIATRIC ONCOLOGY
Musicha et al,16228_1#60,ERS669097,ERR972006,B10140,ERP009326,Klebsiella pneumoniae,strong,238,35793,208514,5230653,yes (200828),ambiguous_bases,ST881,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi72,KL2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OmpK35-39%,-,-,-,SHV-27?-67%,ST881,2,68,1,1,10,4,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B10140,2005,NA,other,n,unknown
Musicha et al,16228_1#61,ERS669098,ERR972007,C1408,ERP009326,Klebsiella pneumoniae,strong,47,363091,804926,5499864,yes (4580),ambiguous_bases,ST218,3,0,6,6,-,0,-,0,iuc 1,1,iro 1,1,rmp 1; KpVP-1 (incomplete),26-1LV,rmpA2_8-60%,wzi77,KL?,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,tet(D),-,dfrA30*,TEM-1D.v1^,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST218,2,3,1,1,9,4,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,-,2,2,-,C1408,1999,NA,other,n,unknown
Musicha et al,16228_1#63,ERS669102,ERR972009,D44912,ERP009326,Klebsiella pneumoniae,strong,39,352062,633663,5532322,yes (5942),ambiguous_bases,ST14,0,1,6,8,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IId^;strA.v1^;strB.v1,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D44912,2008,NA,ST14,n,unknown
Musicha et al,16228_1#64,ERS669104,ERR972010,A28005,ERP009326,Klebsiella pneumoniae,strong,61,350528,820539,5701202,yes (13537),ambiguous_bases,ST268,5,0,5,7,ybt 0; ICEKp10,580,clb 3,13-1LV,iuc 1,78,iro 1 (incomplete),1-1LV,rmp 1; KpVP-1 (incomplete),26-1LV,rmpA2_2*-47%,wzi95,KL20,aac(3)-IIa.v1;strB.v1,-,-,-,-,-,catA1*,-,sul1;sul2,-,-,dfrA5,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,SCO-1?-0%;strA.v1?-0%,ST268,2,1,2,1,7,1,81,6,15,25,4,11,371,319,72,14,4,2,2,10,2,2,2,2,2*,3,2,2,2,2,2,2,2,1,1,34,1,1,1,-,1,1,-,2,2,iroC_1*-64%,D28005,2004,NA,other,n,unknown
Musicha et al,16228_1#65,ERS669105,ERR972011,D30014,ERP009326,Klebsiella pneumoniae,strong,70,374774,727819,5577609,yes (11093),ambiguous_bases,ST560,0,0,7,9,-,0,-,0,-,0,-,0,-,0,-,wzi9,KL9,aac(3)-IIa.v1;aadA1.v1^,-,-,-,-,mphA,catA1*,-,sul1,tet(D),-,dfrA1.v2;dfrA15.v2,-,TEM-34,-,-,-,-,-,-,-,-,SHV-26?-84%,-,ST560,2,3,1,1,21,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D30014,2005,NA,other,n,unknown
Musicha et al,16228_1#66,ERS669106,ERR972012,D46208,ERP009326,Klebsiella pneumoniae,strong,58,370178,771594,5420352,yes (3785),ambiguous_bases,ST4,0,1,7,9,-,0,-,0,-,0,-,0,-,0,-,wzi13,KL13,aac(3)-IId^;strA.v1^;strB.v1,-,-,qnrB1.v1,-,-,catII.2*,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,SHV-12,-,-,-,238S;240K;35Q,-,-,-,-,-,ST4,3,1,1,1,3,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D46208,2008,NA,other,n,unknown
Musicha et al,16228_1#67,ERS669108,ERR972013,D40443,ERP009326,Klebsiella pneumoniae,strong,91,362938,867442,5816385,yes (12256),ambiguous_bases,ST664,0,0,6,8,-,0,-,0,-,0,-,0,-,0,-,wzi396,KL?,aac(3)-IId^;strA.v1;strB.v1,-,-,qnrB1.v1,-,-,catII.2*,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST664,52,1,20,2,1,1,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40443,2006,NA,other,n,unknown
Musicha et al,16228_1#68,ERS669109,ERR972014,D42680,ERP009326,Klebsiella pneumoniae,strong,162,150900,500714,5818448,yes (11095),ambiguous_bases,ST1128-1LV,0,0,6,8,-,0,-,0,-,0,-,0,-,0,-,wzi386,KL?,aac(3)-IId^;strA.v1^;strB.v1,-,-,qnrB1.v1,-,-,catII.2*,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,-,-,-,SHV-1,-,-,-,-,-,-,ST1128-1LV,2,1,1,1,7,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D42680,2007,NA,other,n,unknown
Musicha et al,16228_1#69,ERS669110,ERR972015,D40180,ERP009326,Klebsiella pneumoniae,strong,66,245404,803249,5553852,yes (21084),ambiguous_bases,ST34,0,0,6,8,-,0,-,0,-,0,-,0,-,0,-,wzi114,"KL30 (KL2, KL8, KL111)",aac(3)-IIa.v1;aadA2^,-,-,-,-,mphA,catII.2*,-,sul1;sul2,-,-,dfrA12*,TEM-1D.v1^,-,-,-,-,SHV-26*,-,-,-,-,-,-,ST34,2,3,6,1,9,7,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D40180,2006,NA,other,n,unknown
Musicha et al,16228_1#6,ERS669074,ERR971952,A40483,ERP009326,Klebsiella pneumoniae,strong,158,370900,771204,5663446,yes (13464),ambiguous_bases,ST101,1,1,7,12,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi137,KL17,aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aph3-Ia.v1^;strA.v1;strB.v1,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA14.v2*,OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,OmpK35-17%,-,GyrA-83Y;GyrA-87N;ParC-80I,-,-,ST101,2,6,1,5,4,1,6,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A40483,2006,NA,ST101,n,unknown
Musicha et al,16228_1#70,ERS669111,ERR972016,D3538,ERP009326,Klebsiella pneumoniae,strong,116,199660,845842,5974058,yes (6152),ambiguous_bases,ST14,3,0,5,9,-,0,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_8-60%,wzi2,KL2 (KL30),aac(3)-IIa.v1;aadA*;sat-2;strA.v1;strB.v1*,-,-,-,-,-,catA1^,-,sul2,-,-,dfrA1.v1,TEM-1D.v1^,-,-,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1*,1,1,-,-,-,-,-,-,-,-,D3538,1999,NA,ST14,n,unknown
Musicha et al,16228_1#71,ERS669112,ERR972017,D29665,ERP009326,Klebsiella pneumoniae,strong,74,253093,534450,5869136,yes (4002),ambiguous_bases,ST14,3,0,6,8,-,0,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_8-60%,wzi2,KL2 (KL30),aac(3)-IIa.v1;aadA4.v1*;strB.v1,-,-,-,-,-,catA1^,-,sul2*,tet(D)*,-,dfrA21*,TEM-1D.v1^,-,-,-,-,SHV-1^,-,-,-,-,strA.v1*-3%,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1*,1,1,-,-,-,-,-,-,-,-,D29665,2005,NA,ST14,n,unknown
Musicha et al,16228_1#72,ERS669117,ERR972018,D47244,ERP009326,Klebsiella pneumoniae,strong,44,407611,1160644,5463963,yes (4028),ambiguous_bases,ST276-2LV,0,0,7,9,-,0,-,0,-,0,-,0,-,0,-,-,-,aac(3)-IIa.v1;aadA2^,-,-,-,-,mphA,catII.2*,-,sul1;sul2,tet(A).v1,-,dfrA12,TEM-1D.v1^,-,-,-,-,SHV-1*,-,-,-,-,-,-,ST276-2LV,2,1,1,26,1,4,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D47244,2008,NA,other,n,unknown
Musicha et al,16228_1#73,ERS669118,ERR972019,D51871,ERP009326,Klebsiella pneumoniae,strong,112,368469,1153967,5561367,yes (5098),ambiguous_bases,ST101,0,1,6,9,-,0,-,0,-,0,-,0,-,0,-,wzi137,KL17,aac(3)-IId^;strA.v1;strB.v1,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST101,2,6,1,5,4,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D51871,2009,NA,ST101,n,unknown
Musicha et al,16228_1#74,ERS669121,ERR972020,C24a,ERP009326,Klebsiella pneumoniae,strong,55,337278,584650,5589840,yes (12730),ambiguous_bases,ST15,1,1,4,3,ybt 10; ICEKp4,28,-,0,-,0,-,0,-,0,-,wzi24,"KL24 (KL54,KL55)",aac(3)-IId^,-,-,-,-,-,-,-,-,-,-,dfrA30*,-,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,TEM-10.v2*?-21%;TEM-105?-0%;catII.2*?-43%,ST15,1,1,1,1,1,1,1,16,12,4,3,3,35,50,3,10,23,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,C24a,2009,NA,ST15,n,unknown
Musicha et al,16228_1#75,ERS669122,ERR972021,C23,ERP009326,Klebsiella quasipneumoniae subsp. similipneumoniae,strong,83,608990,1573860,5671159,yes (7531),ambiguous_bases,ST334-1LV,0,1,9,17,-,0,-,0,-,0,-,0,-,0,-,wzi337,KL103,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,mphA,CatB4.v1?;catII.2*,-,sul1;sul2,tet(B).v2*,-,dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,OKP-B-17?,-,-,-,-,-,-,ST334-1LV,18,22,18,22,25*,37,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,C23,2009,NA,other,n,unknown
Musicha et al,16228_1#76,ERS669125,ERR972022,C35,ERP009326,Klebsiella pneumoniae,strong,118,114482,266242,5474345,yes (4047),ambiguous_bases,ST1916,0,1,6,6,-,0,-,0,-,0,-,0,-,0,-,wzi27,KL27,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST1916,4,77,13,3,4,27,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,C35,2009,NA,other,n,unknown
Musicha et al,16228_1#77,ERS669129,ERR972023,A43903,ERP009326,Klebsiella pneumoniae,strong,61,320117,540626,5687055,yes (7606),ambiguous_bases,ST268,5,0,5,8,ybt 0; ICEKp10,580,clb 3,13-1LV,iuc 1,78,iro 1,1,rmp 1; KpVP-1 (incomplete),26-1LV,rmpA2_2*-47%,wzi95,KL20,aac(3)-IIa.v1;strA.v1;strB.v1,-,-,-,-,-,catA1*,-,sul1;sul2,-,-,dfrA5,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST268,2,1,2,1,7,1,81,6,15,25,4,11,371,319,72,14,4,2,2,10,2,2,2,2,2*,3,2,2,2,2,2,2,2,1,1,34,1,1,1,1,1,1,-,2,2,-,A43903,2006,NA,other,n,unknown
Musicha et al,16228_1#78,ERS669130,ERR972024,D51871,ERP009326,Klebsiella pneumoniae,strong,146,463273,688724,5542232,yes (3669),ambiguous_bases,ST101,0,1,6,9,-,0,-,0,-,0,-,0,-,0,-,wzi137,KL17,aac(3)-IId^;strA.v1;strB.v1,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST101,2,6,1,5,4,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D51871B,2009,NA,ST101,n,unknown
Musicha et al,16228_1#79,ERS669132,ERR972025,1022430,ERP009326,Klebsiella pneumoniae,strong,106,372167,802134,5815543,yes (7226),ambiguous_bases,ST14,0,1,9,16,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1^,-,-,qnrS1,-,ereA2,CatB4.v1?;catII.2*;cmlA5,arr-2,sul1;sul2,-,-,dfrA14.v2*;dfrA5,LAP-2;OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,OXA-9.v1*-42%;aac(6')-Ib-cr.v2*?-0%;aadA*?-86%,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1022430,2011,NA,ST14,n,unknown
Musicha et al,16228_1#7,ERS669075,ERR971953,6,ERP009326,Klebsiella pneumoniae,strong,64,410144,1245943,5469129,yes (7174),ambiguous_bases,ST111-1LV,0,0,2,3,-,0,-,0,-,0,-,0,-,0,-,wzi63,KL63,strA.v1;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST111-1LV,2,1,5,1,17*,4,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1996,NA,other,n,unknown
Musicha et al,16228_1#80,ERS669135,ERR972026,D39172,ERP009326,Klebsiella pneumoniae,strong,123,188592,568606,5844814,yes (7104),ambiguous_bases,ST14,0,1,8,14,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2 (KL30),aac(3)-IIa.v1;aadA*;aph(3')-Ia;strA.v1^;strB.v1,-,-,-,-,-,cmlA5;floR.v2*,arr-2,sul1;sul2,tet(A).v2,-,dfrA23,OXA-10,-,TEM-63^,-,-,SHV-1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D39172,2006,NA,ST14,n,unknown
Musicha et al,16228_1#81,ERS669136,ERR972027,D49363,ERP009326,Klebsiella pneumoniae,strong,51,350489,767271,5549172,yes (9514),ambiguous_bases,ST48,1,1,9,16,ybt 14; ICEKp5,135-4LV,-,0,-,0,-,0,-,0,-,wzi62,KL62,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;strA.v1^;strB.v1,-,-,-,-,mphA,CatB4.v1?;catA1^;catII.2*,-,sul1;sul2^,tet(A).v1,-,dfrA30*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,GyrA-83Y,-,dfrA12?-0%,ST48,2,5,2,2,7,1,10,4,4,5,4,1,27,251,95,4,134,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D49363,2008,NA,ST48,n,unknown
Musicha et al,16228_1#82,ERS669137,ERR972028,D30074,ERP009326,Klebsiella pneumoniae,strong,67,269920,783555,5435740,yes (3984),ambiguous_bases,ST20,0,0,2,2,-,0,-,0,-,0,-,0,-,0,-,wzi24,"KL24 (KL54,KL55)",aadA4.v1*,-,-,-,-,-,-,-,sul1,-,-,-,-,-,-,-,-,SHV-187,-,-,-,-,-,-,ST20,2,3,1,1,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D30074,2005,NA,other,n,unknown
Musicha et al,16228_1#83,ERS669139,ERR972029,10038396,ERP009326,Klebsiella pneumoniae,strong,76,226058,381279,5597331,yes (7608),ambiguous_bases,ST218-1LV,3,1,8,16,-,0,-,0,iuc 1,1-1LV,iro 1,1-1LV,rmp 1; KpVP-1 (incomplete),26-1LV,rmpA2_8*-60%,wzi77,KL?,aac(3)-IId^;aadA*;strA.v1^;strB.v1,-,-,-,-,-,catII.2*;cmlA5;floR.v2*,arr-2,sul1;sul2,tet(A).v2,-,dfrA23;dfrA30*,OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,-,-,ST218-1LV,2,3,1,1,9*,4,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1*,1,1,24,1,1,-,2,2,-,10038396,2010,NA,other,n,unknown
Musicha et al,16228_1#84,ERS669140,ERR972030,D53369,ERP009326,Klebsiella pneumoniae,strong,140,174183,553751,5759202,yes (6279),ambiguous_bases,ST14,0,1,6,10,-,0,-,0,-,0,-,0,-,0,-,wzi16,KL16 (KL143),aac(3)-IId^;strA.v1;strB.v1,-,-,-,-,-,catA1*;catII.2*,-,sul2,-,-,dfrA14.v2*;dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D53369,2009,NA,ST14,n,unknown
Musicha et al,16228_1#85,ERS669142,ERR972031,1027734,ERP009326,Klebsiella pneumoniae,strong,75,275484,847867,5538550,yes (7490),ambiguous_bases,ST896,1,1,9,17,ybt 14; ICEKp5,354-2LV,-,0,-,0,-,0,-,0,-,wzi59,KL3,aac(6')-Ib-cr.v2;aadA*;strA.v1^;strB.v1,-,-,qnrS1,-,mphA,catA1^;catII.2*;cmlA5,arr-2,-,tet(A).v1^,-,dfrA14.v2*,LAP-2;OXA-1;OXA-10;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,sul2?-0%,ST896,2,9,2,1,13,1,38,6,4,21*,4,1,257,250,2,65,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1027734,2012,NA,other,n,unknown
Musicha et al,16228_1#8,ERS669076,ERR971954,BKQAV6,ERP009326,Klebsiella pneumoniae,strong,57,272986,716440,5538236,yes (5085),ambiguous_bases,ST372,0,1,6,6,-,0,-,0,-,0,-,0,-,0,-,wzi43,KL43,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-26,-,-,-,-,-,-,ST372,2,1,2,1,1,15,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKQAV6,2014,NA,other,n,unknown
Musicha et al,16228_1#9,ERS669077,ERR971955,A44810,ERP009326,Klebsiella pneumoniae,strong,26,420628,1664798,5206046,yes (4454),ambiguous_bases,ST18,0,0,3,3,-,0,-,0,-,0,-,0,-,0,-,wzi82,"KL23 (KL18, KL38)",-,-,-,-,-,-,catII.2*,-,sul2,tet(D),-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST18,2,1,1,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A44810,2007,NA,other,n,unknown
Cornick et al 2021,22072_1#101,ERS1530960,ERR2497242,BKQA5H,ERP021324,Klebsiella pneumoniae,strong,47,335838,738105,5546062,yes (1567),ambiguous_bases,ST372,0,1,6,6,-,0,-,0,-,0,-,0,-,0,-,wzi43,KL43,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-26,-,-,-,-,-,-,ST372,2,1,2,1,1,15,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKQA5H,2014,NA,other,n,CHATINKHA NURSERY
Cornick et al 2021,22072_1#102,ERS1530961,ERR2497243,BKQA1N,ERP021324,Klebsiella pneumoniae,strong,51,341694,716671,5546896,yes (397),ambiguous_bases,ST372,0,1,6,6,-,0,-,0,-,0,-,0,-,0,-,wzi43,KL43,aac(3)-IId^,-,-,-,-,-,catII.2*,-,sul2,-,-,dfrA30*,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-26,-,-,-,-,-,-,ST372,2,1,2,1,1,15,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BKQA1N,2014,NA,other,n,CHATINKHA NURSERY
