study_accession	none_found	chosen_pmid	chosen_pmcid	chosen_doi	chosen_found_via	find_confidence	verified	sources_agreeing	coverage_estimate	coverage_fraction	shared_accession	umbrella	data_reuse_only	n_candidates	chosen_title
PRJEB20557	True					low		0			False	False	False	0	
PRJNA851948	False	37970451	PMC10643474	10.1007/s13205-023-03820-8	europepmc_accession	high		1	1.0	1.0	False	False	False	1	Complete genome sequence analysis of multi-drug resistant <i>Klebsiella pneumoniae</i> THK strain isolated from aquaculture farm in Kerala, India.
PRJEB22119	False	30101693	PMC6177240	10.1080/21505594.2018.1509666	europepmc_accession	high	True	1	3.0	3.0	False	False	False	1	An ancient family of mobile genomic islands introducing cephalosporinase and carbapenemase genes in Enterobacteriaceae.
PRJEB21201	True					low		0			False	False	False	0	
PRJNA882783	True					low		0			False	False	False	0	
PRJNA791951	True					low		0			False	False	False	0	
PRJNA791957	True					low		0			False	False	False	0	
PRJNA791958	True					low		0			False	False	False	0	
PRJNA792103	True					low		0			False	False	False	0	
PRJEB38951	True					low		0			False	False	False	0	
PRJNA792129	True					low		0			False	False	False	0	
PRJNA792139	True					low		0			False	False	False	0	
PRJNA792142	True					low		0			False	False	False	0	
PRJNA793126	True					low		0			False	False	False	0	
PRJEB6657	True					low		0			False	False	False	0	
PRJNA795853	True					low		0			False	False	False	0	
PRJEB66292	True					low		0			False	False	False	0	
PRJEB6416	True					low		0	1.0	1.0	False	False	False	0	
PRJNA891646	True					low		0			False	False	False	1	
PRJNA887604	True					low		0			False	False	False	0	
PRJNA1037605	True					low		0			False	False	False	0	
PRJEB55904	False	36296341	PMC9606995	10.3390/microorganisms10102063	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Geno- and Phenotypic Characteristics of a <i>Klebsiella pneumoniae</i> ST20 Isolate with Unusual Colony Morphology.
PRJNA845367	False	36036605	PMC9583812	10.1128/mra.00654-22	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genome Sequence of a Multidrug-Resistant and Novel Sequence Type 6130 Klebsiella quasipneumoniae Strain C11S11_BCSIR Isolated from Wastewater of a Tertiary Care Hospital in Chattogram, Bangladesh.
PRJDB12737	True					low		0			False	False	False	0	
PRJNA847041	False	36926996	PMC10112055	10.1128/mra.01350-22	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Complete Genome Sequence of Klebsiella oxytoca Strain AHC-6, Isolated from a Patient during Acute Antibiotic-Associated Hemorrhagic Colitis.
PRJEB21131	True					low		0			False	False	True	1	
PRJEB24735	True					low		0			False	False	False	0	
PRJNA697840	False	34236220	PMC8265220	10.1128/mra.00437-21	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genome Sequence of an NDM-1-Producing Sequence Type 101 (ST101) Klebsiella pneumoniae Strain, Marseille-Q1949.
PRJNA695302	False	33766899	PMC7996458	10.1128/mra.00119-21	europepmc_title	high	False	1	2.0	2.0	False	False	False	1	Draft Genome Sequences of the Clinical Isolates Kp 23 and KPM 20.
PRJNA715323	True					low		0			False	False	False	0	
PRJNA1048475	True					low		0			False	False	False	0	
PRJEB3184	True					low		0			False	False	False	0	
PRJNA1073544	False	38934593	PMC11256860	10.1128/mra.00153-24	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Complete genome sequence of multidrug-resistant <i>Raoultella terrigena</i> strain RT01-5M1 isolated from farmed salmon in Canada.
PRJNA716670	True					low		0			False	False	False	0	
PRJNA1075815	True					low		0			False	False	False	0	
PRJNA1077593	False	39162464	PMC11390037	10.1128/mra.00341-24	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Complete genome sequence of the OXA-48-producing <i>Klebsiella pneumoniae</i> strain 11978.
PRJNA715927	False	34504809	PMC8421773	10.3389/fcimb.2021.722536	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Characterization of Emerging Pathogens Carrying <i>bla</i><sub>KPC-2</sub> Gene in IncP-6 Plasmids Isolated From Urban Sewage in Argentina.
PRJNA95295	False	19915678	PMC2773011	10.1371/journal.pone.0007832	ncbi_bioproject	high	False	1	6.0	6.0	False	False	False	1	Gene expression profiling in the type 1 diabetes rat diaphragm.
PRJNA1044623	True					low		0			False	False	False	0	
PRJNA731002	True					low		0			False	False	False	0	
PRJNA73191	False	22914622	PMC3521604	10.1126/scitranslmed.3004129	ncbi_bioproject	high		1	1.0	1.0	False	False	False	7	Tracking a hospital outbreak of carbapenem-resistant Klebsiella pneumoniae with whole-genome sequencing.
PRJNA1107790	True					low		0			False	False	False	0	
PRJNA1042619	False	38509050	PMC11008213	10.1128/mra.01254-23	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	The complete genomic sequencing of a <i>Klebsiella pneumoniae</i> isolated from a patient suffering from urinary tract infection.
PRJNA1041718	True					high		0			False	False	False	0	
PRJNA735573	False	35935210	PMC9354667	10.3389/fmicb.2022.914884	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Genetic and Functional Characterization of a Conjugative KpVP-2-Type Virulence Plasmid From a Clinical <i>Klebsiella pneumoniae</i> Strain.
PRJNA870883	True					low		0			False	False	False	0	
PRJEB15430	True					low		0			False	False	False	0	
PRJNA974969	False	37438338	PMC10338428	10.1038/s41467-023-39416-2	europepmc_accession,europepmc_title	high	False	2			False	False	False	1	Mixed strain pathogen populations accelerate the evolution of antibiotic resistance in patients.
PRJNA183901	True					low		0	1.0	1.0	False	False	False	0	
PRJEB2581	False	25383970		10.1038/ng.3145	ncbi_bioproject	high		1			False	False	False	5	Identification of enterotoxigenic Escherichia coli (ETEC) clades with long-term global distribution.
PRJNA187282	True					low		0			False	False	False	1	
PRJNA187281	True					low		0			False	False	False	0	
PRJEB33296	False	31789378	PMC7021014	10.1093/jac/dkz495	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	1	Successful rescue treatment of sepsis due to a pandrug-resistant, NDM-producing Klebsiella pneumoniae using aztreonam powder for nebulizer solution as intravenous therapy in combination with ceftazidime/avibactam.
PRJNA717148	False	37065147	PMC10098456	10.3389/fmicb.2023.1128905	europepmc_title,ncbi_bioproject	high	False	2	1.0	1.0	False	False	False	1	IncHI1 plasmids mediated the <i>tet</i>(X4) gene spread in <i>Enterobacteriaceae</i> in porcine.
PRJNA1072026	True					high		0			False	False	False	0	
PRJNA966930	True					low		0			False	False	False	0	
PRJNA704902	True					low		0			False	False	False	0	
PRJNA971580	True					low		0			False	False	False	0	
PRJNA706398	False	33800539	PMC8066038	10.3390/microorganisms9040698	europepmc_accession	high	False	1	71.0	71.0	False	False	False	1	Clinically Relevant <i>Escherichia</i><i>coli</i> Isolates from Process Waters and Wastewater of Poultry and Pig Slaughterhouses in Germany.
PRJNA715072	False	34480872	PMC8525911	10.1016/j.chom.2021.08.004	europepmc_accession,europepmc_title	high	True	2	60.0	60.0	True	False	False	3	Aberrant gut-microbiota-immune-brain axis development in premature neonates with brain damage.
PRJEB30599	False	31890159	PMC6923860	10.1186/s13756-019-0653-9	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	First report of <i>Klebsiella quasipneumoniae</i> harboring <i>bla</i><sub>KPC-2</sub> in Saudi Arabia.
PRJNA706921	False	39338923	PMC11434950	10.3390/pathogens13090732	europepmc_accession	high	True	1	85.0	85.0	False	False	False	1	Evidence for Horizontal Transmission and Recirculation of Shiga Toxin-Producing &lt;i&gt;Escherichia coli&lt;/i&gt; in the Beef Production Chain in South Africa Using Whole Genome Sequencing.
PRJNA1100308	False	39183339	PMC11345435	10.1038/s41467-024-51730-x	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Synergistic collaboration between AMPs and non-direct antimicrobial cationic peptides.
PRJNA1088746	True					low		0			False	False	False	0	
PRJNA73843	False	22914622	PMC3521604	10.1126/scitranslmed.3004129	ncbi_bioproject	high		1	1.0	1.0	False	False	False	2	Tracking a hospital outbreak of carbapenem-resistant Klebsiella pneumoniae with whole-genome sequencing.
PRJNA714645	True					low		0			False	False	False	0	
PRJNA957334	False	38158772	PMC10832586	10.1093/jac/dkad394	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Synergy of polymyxin B and minocycline against KPC-3- and OXA-48-producing Klebsiella pneumoniae in dynamic time-kill experiments: agreement with in silico predictions.
PRJNA736853	True					low		0			False	False	False	0	
PRJNA1088653	True					low		0			False	False	False	0	
PRJEB3215	False	25909750	PMC4409211	10.1371/journal.pntd.0003748	ncbi_bioproject	high	False	1			True	False	False	10	Rapid emergence of multidrug resistant, H58-lineage Salmonella typhi in Blantyre, Malawi.
PRJNA721588	True					high		0			False	False	False	0	
PRJEB32402	True					low		0			False	False	False	0	
PRJDB2238	True					low		0			False	False	False	0	
PRJNA726340	True					high		0			False	False	False	10	
PRJNA728250	True					low		0			False	False	False	0	
PRJNA719009	True					low		0			False	False	False	0	
PRJNA1066419	True					low		0	1.0	1.0	False	False	False	0	
PRJNA187280	True					low		0			False	False	False	1	
PRJNA187279	True					low		0			False	False	False	1	
PRJNA989579	False	38270434	PMC10868183	10.1128/mra.00727-23	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft genome sequence of multi-drug resistant <i>Klebsiella quasipneumoniae</i> subsp. <i>similipneumoniae</i> isolated from a teaching hospital wastewater in South West, Nigeria.
PRJEB2794	False	25336729	PMC4354982	10.1093/infdis/jiu574	europepmc_secondary,ncbi_bioproject	high	True	2	1471.0	1471.0	True	False	False	13	Recurrence due to relapse or reinfection with Mycobacterium tuberculosis: a whole-genome sequencing approach in a large, population-based cohort with a high HIV infection prevalence and active follow-up.
PRJNA641176	True					low		0			False	False	False	0	
PRJNA187286	True					low		0			False	False	True	1	
PRJNA187285	False	24913165	PMC4136011	10.1128/aac.00125-14	ncbi_bioproject	medium		1			False	False	False	1	Population structure of KPC-producing Klebsiella pneumoniae isolates from midwestern U.S. hospitals.
PRJNA642369	True					low		0			False	False	False	0	
PRJNA176123	False	23640195	PMC3642250	10.1128/genomea.00168-13	ncbi_bioproject	high	False	1	1.0	1.0	False	False	False	1	Genome Sequences of Two Klebsiella pneumoniae Isolates from Different Geographical Regions, Argentina (Strain JHCK1) and the United States (Strain VA360).
PRJNA660495	True					low		0			False	False	True	1	
PRJNA699239	False	33859664	PMC8042378	10.3389/fpls.2021.660620	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Integrated Genomic and Greenhouse Assessment of a Novel Plant Growth-Promoting Rhizobacterium for Tomato Plant.
PRJEB24638	False	36057639	PMC9440931	10.1038/s41467-022-32929-2	europepmc_accession,europepmc_secondary	high	True	2	664.0	664.0	False	False	False	1	The genus Serratia revisited by genomics.
PRJNA681360	True					low		0			False	False	False	0	
PRJNA685932	False	34881973	PMC8656381	10.1128/mra.00704-21	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Whole-Genome Sequencing of Klebsiella pneumoniae BASUSDALSc45PDB48, a Unique Strain Capable of Growing in Pesticide-Containing Medium, Isolated from Soil in Bangladesh.
PRJEB29743	True					high		0			False	False	True	1	
PRJDB2655	True					low		0			False	False	False	0	
PRJNA981489	True					low		0			False	False	False	0	
PRJNA687411	False	35272717	PMC8908617	10.1186/s40168-021-01207-6	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	A mouse model of occult intestinal colonization demonstrating antibiotic-induced outgrowth of carbapenem-resistant Enterobacteriaceae.
PRJNA688543	True					low		0			False	False	False	0	
PRJNA689622	False	33574684	PMC7872938	10.2147/idr.s292820	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	6	Co-Production of NDM-1, CTX-M-9 Family and mcr-1 in a <i>Klebsiella pneumoniae</i> ST4564 Strain in China.
PRJNA678637	False	33430145	PMC7827599	10.3390/microorganisms9010133	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Hypervirulent <i>Klebsiella pneumoniae</i> of Lineage ST66-K2 Caused Tonsillopharyngitis in a German Patient.
PRJEB30582	False	32084183	PMC7034874	10.1371/journal.pone.0229125	europepmc_accession	high	True	1	36.0	36.0	False	False	False	1	Comparative genomic analysis of Proteus spp. isolated from tree shrews indicated unexpectedly high genetic diversity.
PRJNA690555	False	33888494	PMC8063637	10.1128/mra.00054-21	europepmc_accession,europepmc_secondary	high	True	2	1.0	1.0	False	False	False	1	Draft Genome Sequence of Persistent Klebsiella grimontii AT013-Mero-001, Isolated from Human Feces.
PRJNA690982	True					low		0			False	False	False	0	
PRJNA1122522	True					low		0			False	False	False	0	
PRJNA187287	False	24913165	PMC4136011	10.1128/aac.00125-14	ncbi_bioproject	medium		1			False	False	False	1	Population structure of KPC-producing Klebsiella pneumoniae isolates from midwestern U.S. hospitals.
PRJNA641130	True					low		0			False	False	False	0	
PRJNA183930	True					low		0			False	False	False	0	
PRJNA187284	True					low		0			False	False	False	1	
PRJEB28252	True					low		0			False	False	False	0	
PRJEB2801	False	28348846	PMC5320574	10.1099/mgen.0.000050	europepmc_secondary	high	True	1			False	False	False	7	Repeated local emergence of carbapenem-resistant <i>Acinetobacter baumannii</i> in a single hospital ward.
PRJEB28327	False	33750782	PMC7943827	10.1038/s41467-021-21749-5	europepmc_accession	medium	True	1			False	False	False	4	Apparent nosocomial adaptation of Enterococcus faecalis predates the modern hospital era.
PRJNA655367	False	33658985	PMC7917065	10.3389/fmicb.2021.619369	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Mobile Plasmid Mediated Transition From Colistin-Sensitive to Resistant Phenotype in <i>Klebsiella pneumoniae</i>.
PRJNA655785	True					high		0			False	False	False	0	
PRJNA181052	True					low		0			False	False	False	0	
PRJNA986296	True					high		0			False	False	True	2	
PRJNA181051	True					low		0			False	False	False	0	
PRJNA181050	True					low		0			False	False	False	0	
PRJDB5295	True					low		0			False	False	False	0	
PRJNA187283	True					low		0			False	False	False	0	
PRJNA660205	True					low		0			False	False	False	0	
PRJNA994715	False	37902381	PMC10652979	10.1128/mra.00730-23	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft genome sequence of a multidrug-resistant <i>Klebsiella pneumoniae</i> fecal isolate from a cow with clinical mastitis.
PRJNA187290	True					low		0			False	False	False	0	
PRJEB27400	True					high		0			False	False	False	0	
PRJDB10686	False	34165337	PMC8223806	10.1128/mra.00343-21	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Draft Genome Sequence of Klebsiella pneumoniae subsp. <i>pneumoniae</i> CCI2, Isolated from Leaf Soil.
PRJNA637815	True					high		0			False	False	False	1	
PRJNA638288	False	33356821	PMC7834077	10.1080/21505594.2020.1867468	europepmc_accession	high	True	1	23.0	23.0	False	False	False	2	Convergence of carbapenem resistance and hypervirulence in a highly-transmissible ST11 clone of <i>K. pneumoniae</i>: An epidemiological, genomic and functional study.
PRJEB2779	False	23541540	PMC3664974	10.1016/s0140-6736(13)60632-7	europepmc_secondary	medium	True	1	168.0	168.0	True	False	False	11	Whole-genome sequencing to identify transmission of Mycobacterium abscessus between patients with cystic fibrosis: a retrospective cohort study.
PRJNA187289	True					low		0			False	False	False	0	
PRJNA187288	True					low		0			False	False	True	1	
PRJNA886974	True					low		0			False	False	False	0	
PRJDB13052	False	37432109	PMC10434064	10.1128/spectrum.05239-22	europepmc_accession	high	True	1	261.0	261.0	False	False	False	1	Comprehensive Genomic Characterization of Staphylococcus aureus Isolated from Atopic Dermatitis Patients in Japan: Correlations with Disease Severity, Eruption Type, and Anatomical Site.
PRJNA885384	True					low		0			False	False	False	0	
PRJNA265263	True					low		0			False	False	False	0	
PRJNA312243	False	27833588	PMC5081556	10.3389/fmicb.2016.01649	europepmc_secondary,ncbi_bioproject	high	True	2	4.0	4.0	False	False	False	1	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.
PRJNA279655	False	27270289	PMC4958172	10.1128/aac.00014-16	europepmc_accession	medium		1	1.0	1.0	False	False	False	1	Horizontal Transfer of Carbapenemase-Encoding Plasmids and Comparison with Hospital Epidemiology Data.
PRJNA279619	False	27353756	PMC4937214	10.1128/mbio.00742-16	ncbi_bioproject	medium	False	1			False	False	False	1	Plasmid Dynamics in KPC-Positive Klebsiella pneumoniae during Long-Term Patient Colonization.
PRJNA265256	True					low		0			False	False	False	0	
PRJNA265275	True					low		0			False	False	False	0	
PRJNA265258	True					low		0			False	False	False	0	
PRJNA265259	True					low		0			False	False	False	0	
PRJNA265260	True					low		0			False	False	False	0	
PRJNA265261	True					low		0			False	False	False	0	
PRJNA265262	True					low		0			False	False	False	0	
PRJNA265264	True					low		0			False	False	False	0	
PRJNA279656	False	27270289	PMC4958172	10.1128/aac.00014-16	europepmc_accession	medium		1	1.0	1.0	False	False	False	1	Horizontal Transfer of Carbapenemase-Encoding Plasmids and Comparison with Hospital Epidemiology Data.
PRJNA265265	True					low		0			False	False	False	0	
PRJNA265266	True					low		0			False	False	False	0	
PRJNA265267	True					low		0			False	False	False	0	
PRJNA234119	True					high		0			False	False	True	10	
PRJNA265269	True					low		0			False	False	False	0	
PRJNA265270	True					low		0			False	False	False	0	
PRJNA265347	True					low		0			False	False	False	0	
PRJNA279611	False	27353756	PMC4937214	10.1128/mbio.00742-16	ncbi_bioproject	high	False	1	1.0	1.0	False	False	False	1	Plasmid Dynamics in KPC-Positive Klebsiella pneumoniae during Long-Term Patient Colonization.
PRJNA234118	True					high		0			False	False	True	10	
PRJNA269826	True					low		0			False	False	False	0	
PRJNA310023	False	27833588	PMC5081556	10.3389/fmicb.2016.01649	europepmc_secondary,ncbi_bioproject	high	True	2	4.0	4.0	False	False	False	1	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.
PRJNA219297	True					high		0			False	False	True	10	
PRJNA219298	True					high		0			False	False	True	10	
PRJEB14050	False	38996496	PMC11300424	10.1016/s2666-5247(24)00047-8	europepmc_accession	high	True	1			False	True	False	8	Pathogen diversity and antimicrobial resistance transmission of Salmonella enterica serovars Typhi and Paratyphi A in Bangladesh, Nepal, and Malawi: a genomic epidemiological study.
PRJNA279669	True					low		0			False	False	False	0	
PRJNA279671	False	27353756	PMC4937214	10.1128/mbio.00742-16	ncbi_bioproject	high	False	1	1.0	1.0	False	False	False	1	Plasmid Dynamics in KPC-Positive Klebsiella pneumoniae during Long-Term Patient Colonization.
PRJNA279672	False	27353756	PMC4937214	10.1128/mbio.00742-16	ncbi_bioproject	medium	False	1	1.0	1.0	False	False	False	1	Plasmid Dynamics in KPC-Positive Klebsiella pneumoniae during Long-Term Patient Colonization.
PRJNA284365	False	27353756	PMC4937214	10.1128/mbio.00742-16	ncbi_bioproject	medium	False	1	1.0	1.0	False	False	False	1	Plasmid Dynamics in KPC-Positive Klebsiella pneumoniae during Long-Term Patient Colonization.
PRJNA234114	True					high		0			False	False	False	10	
PRJNA234113	True					high		0			False	False	True	10	
PRJNA234112	True					high		0			False	False	True	10	
PRJNA234111	True					high		0			False	False	True	10	
PRJNA292403	True					low		0			False	False	False	0	
PRJNA234110	True					high		0			False	False	True	10	
PRJNA234109	True					high		0			False	False	True	10	
PRJNA234107	True					high		0			False	False	True	10	
PRJNA279650	True					low		0			False	False	False	0	
PRJNA293224	False	30400810	PMC6218967	10.1186/s12864-018-5137-4	europepmc_accession	low	True	1	200.0	200.0	True	False	False	4	Whole genome sequencing analysis of multiple Salmonella serovars provides insights into phylogenetic relatedness, antimicrobial resistance, and virulence markers across humans, food animals and agriculture environmental sources.
PRJNA233724	True					low		0			False	False	False	0	
PRJNA296147	True					low		0			False	False	False	0	
PRJNA233696	True					low		0			False	False	False	0	
PRJNA223655	True					low		0			False	False	False	0	
PRJNA219300	True					high		0			False	False	True	10	
PRJNA219299	True					high		0			False	False	True	10	
PRJNA303003	True					low		0			False	False	False	0	
PRJNA269833	True					low		0			False	False	False	0	
PRJNA269877	True					low		0			False	False	False	0	
PRJNA269879	True					low		0			False	False	False	0	
PRJNA379388	False	29976607	PMC6033973	10.1128/genomea.00576-18	ncbi_bioproject	high	False	1	1.0	1.0	False	False	False	3	Draft Genome Sequence of Klebsiella pneumoniae Strain ICIS-278_PBV, Isolated from the Feces of a Healthy 59-Year-Old Man from Orenburg, Russia.
PRJNA315166	False	27833588	PMC5081556	10.3389/fmicb.2016.01649	europepmc_secondary	high	True	1	4.0	4.0	False	False	False	1	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.
PRJNA219259	True					high		0			False	False	True	10	
PRJNA219255	True					low		0			False	False	False	10	
PRJNA219254	True					high		0			False	False	True	10	
PRJNA219253	True					high		0			False	False	True	10	
PRJNA219252	True					high		0			False	False	True	10	
PRJNA391323	False	29615503	PMC5885025	10.1128/mbio.00440-18	europepmc_accession	high	True	1	1.0	1.0	True	False	False	5	Genomic Analysis of a Pan-Resistant Isolate of <i>Klebsiella pneumoniae</i>, United States 2016.
PRJNA391510	True					low		0			False	False	False	0	
PRJNA391952	True					low		0			False	False	False	0	
PRJNA219248	True					low		0			False	False	True	10	
PRJNA393050	True					low		0			False	False	False	0	
PRJNA219247	True					high		0			False	False	True	10	
PRJNA218110	False	25103754	PMC4125765	10.1128/genomea.00718-14	ncbi_bioproject	medium	False	1	240.0	240.0	True	False	False	25	Genome Sequences of 228 Shiga Toxin-Producing Escherichia coli Isolates and 12 Isolates Representing Other Diarrheagenic E. coli Pathotypes.
PRJNA213341	True					low		0			False	False	False	0	
PRJNA219269	True					high		0			False	False	True	10	
PRJNA353361	True					high		0			False	False	True	7	
PRJNA219270	True					low		0			False	False	False	10	
PRJNA219271	True					low		0			False	False	False	10	
PRJNA315168	False	27833588	PMC5081556	10.3389/fmicb.2016.01649	europepmc_secondary	high	True	1	4.0	4.0	False	False	False	1	Genome Sequencing of Four Multidrug-Resistant <i>Enterobacter aerogenes</i> Isolates from Hospitalized Patients in Brazil.
PRJNA219295	True					high		0			False	False	True	10	
PRJNA219294	True					high		0			False	False	True	10	
PRJNA219260	True					high		0			False	False	True	10	
PRJNA376447	True					low		0	1.0	1.0	False	False	False	0	
PRJNA269915	True					low		0			False	False	False	0	
PRJNA219261	True					high		0			False	False	True	10	
PRJNA234117,PRJNA201967	True					low		0			True	False	False	0	
PRJEB14232	False	29698817		10.1016/j.cmi.2018.04.011	europepmc_title	high		1	134.0	134.0	False	False	False	1	Genomic sequence investigation Streptococcus pyogenes clusters in England (2010-2015).
PRJNA272089	True					low		0			False	False	False	0	
PRJNA275974	True					low		0			False	False	False	0	
PRJNA234116	True					high		0			False	False	False	10	
PRJEB14213	False	27503652	PMC5038244	10.1128/aac.00804-16	europepmc_accession	high		1	1.0	1.0	False	False	False	1	mcr-1 in Multidrug-Resistant blaKPC-2-Producing Clinical Enterobacteriaceae Isolates in Singapore.
PRJNA234115	True					high		0			False	False	True	10	
PRJNA312296	False	27600049	PMC5075093	10.1128/aac.01344-16	europepmc_title	high		1	5.0	5.0	False	False	False	1	Genomic Characterization of Colistin Heteroresistance in Klebsiella pneumoniae during a Nosocomial Outbreak.
PRJNA219296	True					high		0			False	False	False	10	
PRJNA314324	False	27402393		10.1016/s1473-3099(16)30021-4	ncbi_bioproject	high		1	1.0	1.0	False	False	False	1	Primary osteomyelitis caused by hypervirulent Klebsiella pneumoniae.
PRJNA380388	False	29895899	PMC5997705	10.1038/s41598-018-27292-6	europepmc_accession	high	True	1	92.0	92.0	True	False	False	4	High genomic diversity of multi-drug resistant wastewater Escherichia coli.
PRJNA219268	True					high		0			False	False	True	10	
PRJNA219267	True					high		0			False	False	True	10	
PRJNA356818	True					low		0			False	False	False	0	
PRJNA357339	True					high		0			False	False	False	0	
PRJNA357350	True					low		0			False	False	False	0	
PRJNA357543	True					low		0			False	False	False	0	
PRJNA219266	True					low		0			False	False	True	10	
PRJNA360179	True					low		0			False	False	False	0	
PRJNA219265	True					high		0			False	False	True	10	
PRJNA219262	True					low		0			False	False	True	10	
PRJNA279657	True					high		0			False	False	True	1	
PRJNA234108	True					high		0			False	False	True	10	
PRJEB51164	False	36748454	PMC9973852	10.1099/mgen.0.000910	europepmc_accession,published_version	high	True	2	4.0	4.0	False	False	False	3	Comparison of R9.4.1/Kit10 and R10/Kit12 Oxford Nanopore flowcells and chemistries in bacterial genome reconstruction.
PRJNA740140	True					low		0			False	False	False	0	
PRJNA754832	True					low		0			False	False	False	0	
PRJNA756309	True					low		0			False	False	False	0	
PRJNA756469	True					low		0			False	False	False	0	
PRJNA757181	True					low		0			False	False	False	0	
PRJNA754801	True					low		0			False	False	False	0	
PRJNA754800	True					low		0			False	False	False	0	
PRJNA753708	False	35086435	PMC8896207	10.1080/22221751.2022.2036078	europepmc_title	medium	False	1	14.0	14.0	False	False	False	5	Emergence of colistin-resistant hypervirulent <i>Klebsiella pneumoniae</i> (CoR-HvKp) in China.
PRJNA1023395	False	38700350	PMC11237382	10.1128/mra.01284-23	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Complete genome sequence of carbapenem-resistant pathogenic <i>Klebsiella aerogenes</i> strain CH7 isolated from vermicompost.
PRJDB10890	True					low		0			False	False	False	10	
PRJNA739732	True					low		0			False	False	False	0	
PRJNA1029537	True					low		0			False	False	False	0	
PRJNA187292	True					low		0			False	False	False	1	
PRJNA1026593	False	38497646	PMC11008145	10.1128/mra.00071-24	europepmc_accession	high	False	1	1.0	1.0	False	False	False	1	Draft genome of the <i>Klebsiella pneumoniae</i> 24Kpn33 and complete sequence of its pCOL-1, a plasmid related to the <i>bla</i><sub>KPC-2</sub> acquisition in <i>Pseudomonas aeruginosa</i>.
PRJNA1023975	False	39435365	PMC11492046	10.1016/j.dib.2024.110973	ncbi_bioproject	high	False	1	1.0	1.0	False	False	False	1	Data on the analysis of draft genome sequence of <i>Raoultella ornithinolytica</i> isolate carrying antimicrobial resistance genes, plasmid and CRISPR-Cas system.
PRJNA948355	False	37510330	PMC10378790	10.3390/genes14071426	europepmc_accession	medium	True	1	1.0	1.0	False	False	False	3	Insight into Antibiotic Synergy Combinations for Eliminating Colistin Heteroresistant <i>Klebsiella pneumoniae</i>.
PRJEB34174	True					low		0			False	False	False	0	
PRJEB34232	True					low		0			False	False	False	0	
PRJNA939354	True					low		0			False	False	False	0	
PRJNA947381	True					low		0			False	False	False	5	
PRJNA946148	True					low		0			False	False	False	0	
PRJEB34557	False	33846529	PMC8041779	10.1038/s42003-021-01949-x	europepmc_accession	high	True	1			False	False	False	1	Population genomics and antimicrobial resistance dynamics of Escherichia coli in wastewater and river environments.
PRJNA746609	True					low		0			False	False	False	0	
PRJNA939005	False	39162448	PMC11384749	10.1128/mra.00451-24	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Complete genome sequence of <i>Klebsiella pneumoniae</i> RX.G5M15, a methanol-metabolizing strain recovered from the sole of a shoe.
PRJEB35084	True					low		0			False	False	False	3	
PRJNA754831	True					low		0			False	False	False	0	
PRJNA754827	True					low		0			False	False	False	0	
PRJEB20782	False	29483109	PMC5923095	10.1128/aac.00076-18	europepmc_accession	high	True	1	1.0	1.0	False	False	False	1	Resistome Analysis of a Carbapenemase (OXA-48)-Producing and Colistin-Resistant Klebsiella pneumoniae Strain.
PRJDB11476	True					low		0			False	False	False	0	
PRJEB40149	False	33266320	PMC7761178	10.3390/microorganisms8121909	europepmc_accession,ncbi_bioproject	medium	False	2	78.0	78.0	True	False	False	2	Antibiotic Sensitivity Screening of <i>Klebsiella</i> spp. and <i>Raoultella</i> spp. Isolated from Marine Bivalve Molluscs Reveal Presence of CTX-M-Producing <i>K. pneumoniae</i>.
PRJEB20897	False	35790755	PMC9256687	10.1038/s41467-022-31391-4	europepmc_accession	high	True	1	330.0	330.0	False	False	False	2	Vibrio cholerae O139 genomes provide a clue to why it may have failed to usher in the eighth cholera pandemic.
