study_accession	tag	n_samples	paper	paper_title	study_type	study_type_excluded	study_setting	amr_study	country_base	country_filled	collection_date_base	collection_date_filled	isolation_source_base	isolation_source_filled	host_base	host_filled
PRJEB20997	sub10	3			observational	False	community	surveillance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB21015	tail25_49	47	https://doi.org/10.1101/659771	Resistance to change? The impact of group medication on AMR gene dynamics during commercial pig production (bioRxiv preprint)	observational	False	community	surveillance	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
PRJEB21081	test	913			observational	False			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB2111	test	315	https://pmc.ncbi.nlm.nih.gov/articles/PMC4500264/	Genomic analysis of diversity, population structure, virulence, and antimicrobial resistance in Klebsiella pneumoniae, an urgent threat to public health.	observational	False	mixed	surveillance	0.9174603174603174	0.9174603174603174	0.9174603174603174	0.9174603174603174	0.8857142857142857	0.8857142857142857	0.9174603174603174	0.9174603174603174
PRJEB21131	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
PRJEB21132	tail100	130		Report on the 2nd proficiency test trial for the Global Microbial Identifier (GMI) Initiative, Year 2016	other	False			1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB21201	sub10	1			observational	False			1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
PRJEB21277	train	194			observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB21292	tail25_49	33	https://pmc.ncbi.nlm.nih.gov/articles/PMC5527415/	Outbreak of NDM-1-Producing Klebsiella pneumoniae in a Dutch Hospital, with Interspecies Transfer of the Resistance Plasmid and Unexpected Occurrence in Unrelated Health Care Centers.	observational	False	hospital	amr	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
PRJEB21566	sub10	1			observational	False	community	surveillance	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB21605	train	149	https://pmc.ncbi.nlm.nih.gov/articles/PMC6966826/	Genomic surveillance for hypervirulence and multi-drug resistance in invasive Klebsiella pneumoniae from South and Southeast Asia.	observational	False	hospital	surveillance	0.0	0.9932885906040269	0.0	0.9932885906040269	0.0	1.0	0.0	1.0
PRJEB21765	sub10	2			observational	False		surveillance	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB22119	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC6177240/	An ancient family of mobile genomic islands introducing cephalosporinase and carbapenemase genes in Enterobacteriaceae.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB22139	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC5540593/	Comparative genomic and phylogenomic analyses of the Bifidobacteriaceae family.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB2215	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC4642977/	Vibrio cholerae Serogroup O139: Isolation from Cholera Patients and Asymptomatic Household Family Members in Bangladesh between 2013 and 2014.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB22207	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC7044117/	Rapid MinION profiling of preterm microbiota and antimicrobial-resistant pathogens.	observational	False	hospital	surveillance	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB22252	train	245	https://pmc.ncbi.nlm.nih.gov/articles/PMC6894937/	Stunted microbiota and opportunistic pathogen colonization in caesarean-section birth.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB22890	train	157			observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJEB22903	train	261			observational	False			0.0	1.0	0.9961685823754789	0.9961685823754789	0.0	0.0	0.0	1.0
PRJEB23208	sub10	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC5978789/	High prevalence of MRSA and multi-resistant gram-negative bacteria in refugees admitted to the hospital-But no hint of transmission.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0
PRJEB23294	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC9184624/	Evolutionary action of mutations reveals antimicrobial resistance genes in Escherichia coli.	experimental_evolution	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB23315	sub10	6	https://pmc.ncbi.nlm.nih.gov/articles/PMC5915730/	Clinically Relevant Plasmid-Host Interactions Indicate that Transcriptional and Not Genomic Modifications Ameliorate Fitness Costs of &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; Carbapenemase-Carrying Plasmids.	experimental_evolution	True		mixed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB23845	tail10_24	15	https://pmc.ncbi.nlm.nih.gov/articles/PMC6785715/	A human gut bacterial genome and culture collection for improved metagenomic analyses.	observational	False	community	surveillance	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB23879	sub10	5			observational	False		amr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB2399	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC3410874/	Routine use of microbial whole genome sequencing in diagnostic and public health microbiology.	observational	False	hospital	surveillance	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB24082	train	200	https://pmc.ncbi.nlm.nih.gov/articles/PMC10132065/	Dissemination of carbapenemase-producing <i>Enterobacterales</i> in Ireland from 2012 to 2017: a retrospective genomic surveillance study.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB24083	train	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC10132065/	Dissemination of carbapenemase-producing <i>Enterobacterales</i> in Ireland from 2012 to 2017: a retrospective genomic surveillance study.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB24084	train	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC10132065/	Dissemination of carbapenemase-producing <i>Enterobacterales</i> in Ireland from 2012 to 2017: a retrospective genomic surveillance study.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB24085	train	104	https://pmc.ncbi.nlm.nih.gov/articles/PMC10132065/	Dissemination of carbapenemase-producing <i>Enterobacterales</i> in Ireland from 2012 to 2017: a retrospective genomic surveillance study.	observational	False	hospital	amr	0.0	1.0	0.0	0.5192307692307693	0.0	0.5096153846153846	0.0	0.4807692307692308
PRJEB24086	train	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC10132065/	Dissemination of carbapenemase-producing <i>Enterobacterales</i> in Ireland from 2012 to 2017: a retrospective genomic surveillance study.	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB24087	train	4	https://pmc.ncbi.nlm.nih.gov/articles/PMC10132065/	Dissemination of carbapenemase-producing <i>Enterobacterales</i> in Ireland from 2012 to 2017: a retrospective genomic surveillance study.	observational	False			0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB24576	sub10	2	https://pmc.ncbi.nlm.nih.gov/articles/PMC6161680/	A Fatal Bacteremia Caused by Hypermucousviscous KPC-2 Producing Extensively Drug-Resistant K64-ST11 <i>Klebsiella pneumoniae</i> in Brazil.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJEB24612	tail10_24	21			experimental_evolution	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB24638	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC9440931/	The genus Serratia revisited by genomics.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB24641	tail10_24	10	https://doi.org/10.1093/ofid/ofx162.104	Prospective Surveillance and Rapid Whole-Genome Sequencing Detects Two Unsuspected Outbreaks of Carbapenemase-Producing Klebsiella pneumoniae in a UK Teaching Hospital	observational	False	hospital	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB24657	sub10	3			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
PRJEB24735	sub10	1			observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB24970	train	224	https://pmc.ncbi.nlm.nih.gov/articles/PMC6977969/	Transmission dynamics and control of multidrug-resistant &lt;i&gt;Klebsiella pneumoniae&lt;/i&gt; in neonates in a developing country.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB25080	tail25_49	34	https://pmc.ncbi.nlm.nih.gov/articles/PMC6117087/	Extended-spectrum beta-lactamase producing Enterobacteriaceae (ESBL-E) isolated from bean sprouts in the Netherlands.	observational	False	community	amr	0.029411764705882353	1.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB25425	sub10	2			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB25682	tail10_24	18			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB25746	tail25_49	39			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.7692307692307693	0.7692307692307693
PRJEB2581	sub10	1	https://pubmed.ncbi.nlm.nih.gov/25383970/	Identification of enterotoxigenic Escherichia coli (ETEC) clades with long-term global distribution.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB25904	sub10	7			observational	False	hospital	surveillance	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB26075	tail50_99	65			observational	False	hospital	amr	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB26081	sub10	5			observational	False		surveillance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB26512	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC7007522/	Identifying determinants of bacterial fitness in a model of human gut microbial succession.	other	False	community	surveillance	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB2655	tail50_99	50	https://pmc.ncbi.nlm.nih.gov/articles/PMC3613582/	A genomic portrait of the emergence, evolution, and global spread of a methicillin-resistant Staphylococcus aureus pandemic.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB26677	sub10	6	https://pmc.ncbi.nlm.nih.gov/articles/PMC9519460/	Colonization dynamics of extended-spectrum beta-lactamase-producing Enterobacterales in the gut of Malawian adults.	observational	False	mixed	amr	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
PRJEB26814	tail50_99	82	https://pmc.ncbi.nlm.nih.gov/articles/PMC11101633/	Genomic insights unveil the plasmid transfer mechanism and epidemiology of hypervirulent Klebsiella pneumoniae in Vietnam	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB27256	train	989	https://pmc.ncbi.nlm.nih.gov/articles/PMC8865009/	A nationwide genomic study of clinical Klebsiella pneumoniae in Norway 2001-15: introduction and spread of ESBLs facilitated by clonal groups CG15 and CG307.	observational	False	hospital	mixed	0.9878665318503539	0.9878665318503539	0.9878665318503539	0.9878665318503539	0.9878665318503539	0.9878665318503539	0.030333670374115267	1.0
PRJEB27342	test	5413	https://pmc.ncbi.nlm.nih.gov/articles/PMC9712112/	A large-scale genomic snapshot of Klebsiella spp. isolates in Northern Italy reveals limited transmission between clinical and non-clinical settings.	observational	False	mixed	surveillance	0.0	1.0	0.0	1.0	0.0	0.5961573988546093	0.0	0.4566783668945132
PRJEB27344	tail10_24	12	https://pubmed.ncbi.nlm.nih.gov/30247546/	Selection of mutants with resistance or diminished susceptibility to ceftazidime/avibactam from ESBL- and AmpC-producing Enterobacteriaceae.	experimental_evolution	True			1.0	1.0	1.0	1.0	0.75	0.75	0.0	0.0
PRJEB27400	sub10	1			observational	False		amr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB27508	tail25_49	37	https://pmc.ncbi.nlm.nih.gov/articles/PMC7005014/	Core/Whole Genome Multilocus Sequence Typing and Core Genome SNP-Based Typing of OXA-48-Producing <i>Klebsiella pneumoniae</i> Clinical Isolates From Spain.	observational	False	hospital	amr	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
PRJEB27707	tail10_24	15	https://pubmed.ncbi.nlm.nih.gov/31525542/	High proportion of carbapenemase-producing Escherichia coli and Klebsiella pneumoniae among extended-spectrum β-lactamase-producers in Nigerian hospitals.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
PRJEB2779	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC3664974/	Whole-genome sequencing to identify transmission of Mycobacterium abscessus between patients with cystic fibrosis: a retrospective cohort study.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB27805	sub10	3			observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJEB2794	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC4354982/	Recurrence due to relapse or reinfection with Mycobacterium tuberculosis: a whole-genome sequencing approach in a large, population-based cohort with a high HIV infection prevalence and active follow-up.	observational	False			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB2801	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC5320574/	Repeated local emergence of carbapenem-resistant <i>Acinetobacter baumannii</i> in a single hospital ward.	observational	False	hospital	surveillance	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB28054	train	326			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB28115	tail50_99	50			observational	False	hospital	surveillance	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB28252	sub10	1			observational	False	community	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJEB28327	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC7943827/	Apparent nosocomial adaptation of Enterococcus faecalis predates the modern hospital era.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB28400	train	827			observational	False	hospital	amr	0.0	1.0	0.0	0.8694074969770254	0.0	0.8657799274486094	0.0	0.8694074969770254
PRJEB28522	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC9519460/	Colonization dynamics of extended-spectrum beta-lactamase-producing Enterobacterales in the gut of Malawian adults.	observational	False	mixed	amr	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
PRJEB28660	tail50_99	59	https://doi.org/10.1101/456897	Resolving structural diversity of Carbapenemase-producing gram-negative bacteria using single molecule sequencing	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PRJEB29106	tail10_24	13			observational	False		amr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB29143	train	498	https://pmc.ncbi.nlm.nih.gov/articles/PMC7527070/	<i>Klebsiella pneumoniae</i> carriage in low-income countries: antimicrobial resistance, genomic diversity and risk factors.	observational	False	community	surveillance	0.9839357429718876	0.9959839357429718	0.0	0.9819277108433735	0.0	1.0	0.0	1.0
PRJEB29424	test	853			observational	False	hospital	amr	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
PRJEB2968	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC3992628/	Global dissemination of a multidrug resistant Escherichia coli clone.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB29738	test	862	https://pmc.ncbi.nlm.nih.gov/articles/PMC8634409/	Genome Sequencing Identifies Previously Unrecognized Klebsiella pneumoniae Outbreaks in Neonatal Intensive Care Units in the Philippines.	observational	False	hospital	amr	0.0	1.0	0.0	1.0	0.0	0.17053364269141533	0.0	1.0
PRJEB29739	test	787			observational	False	hospital	surveillance	0.0	1.0	0.0	1.0	0.0	0.17026683608640406	0.0	1.0
PRJEB29740	train	930	https://pmc.ncbi.nlm.nih.gov/articles/PMC11316559/	Geographical distribution, disease association and diversity of <i>Klebsiella pneumoniae</i> K/L and O antigens in India: roadmap for vaccine development.	observational	False	hospital	surveillance	0.0	1.0	0.0	0.8763440860215054	0.0	0.8763440860215054	0.0	1.0
PRJEB29742	train	555	https://pmc.ncbi.nlm.nih.gov/articles/PMC8634422/	Complexity of Genomic Epidemiology of Carbapenem-Resistant Klebsiella pneumoniae Isolates in Colombia Urges the Reinforcement of Whole Genome Sequencing-Based Surveillance Programs.	observational	False	hospital	amr	0.0	1.0	0.0	0.7657657657657657	0.0	0.7423423423423423	0.0	1.0
PRJEB29743	sub10	1			observational	False			0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB29745	sub10	6	https://pmc.ncbi.nlm.nih.gov/articles/PMC6896662/	Multidrug-Resistant and Clinically Relevant Gram-Negative Bacteria Are Present in German Surface Waters.	observational	False	community	amr	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
PRJEB29928	sub10	5	https://pmc.ncbi.nlm.nih.gov/articles/PMC10024524/	Integrative omics identifies conserved and pathogen-specific responses of sepsis-causing bacteria.	observational	False	mixed	surveillance	0.4	1.0	0.4	0.4	0.4	0.4	0.0	1.0
PRJEB30066	sub10	3			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB30102	tail10_24	12	https://pmc.ncbi.nlm.nih.gov/articles/PMC6535532/	Characterization of Carbapenemase-Producing Klebsiella oxytoca in Spain, 2016-2017.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJEB30134	train	201	https://pmc.ncbi.nlm.nih.gov/articles/PMC10438816/	Long-read sequencing reveals genomic diversity and associated plasmid movement of carbapenemase-producing bacteria in a UK hospital over 6 years.	observational	False	hospital	amr	0.15920398009950248	1.0	0.15920398009950248	0.15920398009950248	0.15920398009950248	0.15920398009950248	0.15920398009950248	1.0
PRJEB30582	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC7034874/	Comparative genomic analysis of Proteus spp. isolated from tree shrews indicated unexpectedly high genetic diversity.	observational	False	community	surveillance	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
PRJEB30599	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC6923860/	First report of <i>Klebsiella quasipneumoniae</i> harboring <i>bla</i><sub>KPC-2</sub> in Saudi Arabia.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJEB30771	tail50_99	59	https://pubmed.ncbi.nlm.nih.gov/31504589/	Emergence of NDM-producing Klebsiella pneumoniae and Escherichia coli in Spain: phylogeny, resistome, virulence and plasmids encoding blaNDM-like genes as determined by WGS.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJEB30858	tail10_24	21	https://pmc.ncbi.nlm.nih.gov/articles/PMC7744980/	A Multispecies Cluster of GES-5 Carbapenemase-Producing Enterobacterales Linked by a Geographically Disseminated Plasmid.	observational	False	hospital	amr	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
PRJEB30913	tail100	129	https://pmc.ncbi.nlm.nih.gov/articles/PMC6966826/	Genomic surveillance for hypervirulence and multi-drug resistance in invasive Klebsiella pneumoniae from South and Southeast Asia.	observational	False	hospital	surveillance	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
PRJEB31347	tail10_24	13	https://pmc.ncbi.nlm.nih.gov/articles/PMC12607791/	Zoonotic &lt;i&gt;Escherichia coli&lt;/i&gt; and urinary tract infections in Southern California.	observational	False			0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB3184	sub10	1			observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB31941	sub10	3	https://pmc.ncbi.nlm.nih.gov/articles/PMC6652756/	Bacterial Microcompartment-Mediated Ethanolamine Metabolism in Escherichia coli Urinary Tract Infection.	experimental_evolution	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB32059	sub10	2			observational	False	hospital	surveillance	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
PRJEB3215	sub10	1	https://pmc.ncbi.nlm.nih.gov/articles/PMC4409211/	Rapid emergence of multidrug resistant, H58-lineage Salmonella typhi in Blantyre, Malawi.	observational	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB3226	tail10_24	13			experimental_evolution	True			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB32402	sub10	1			other	False			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRJEB3255	tail25_49	42	https://pmc.ncbi.nlm.nih.gov/articles/PMC4584482/	The Murray collection of pre-antibiotic era Enterobacteriacae: a unique research resource.	observational	False	hospital	surveillance	0.0	0.0	0.0	0.8809523809523809	0.0	0.5952380952380952	0.0	1.0
PRJEB32655	test	288			observational	False	mixed	amr	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
PRJEB32657	tail25_49	27	https://pmc.ncbi.nlm.nih.gov/articles/PMC12612273/	Circulation of Salmonella spp. between humans, animals and the environment in animal-owning households in Malawi.	observational	False	community	surveillance	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
PRJEB32700	sub10	4	https://pubmed.ncbi.nlm.nih.gov/31494305/	A link between the newly described colistin resistance gene mcr-9 and clinical Enterobacteriaceae isolates carrying bla<sub>SHV-12</sub> from horses in Sweden.	observational	False	community	amr	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
PRJEB32863	tail25_49	37	https://pmc.ncbi.nlm.nih.gov/articles/PMC7153892/	Whole genome sequencing characterization of Slovenian carbapenem-resistant Klebsiella pneumoniae, including OXA-48 and NDM-1 producing outbreak isolates.	observational	False	hospital	amr	1.0	1.0	1.0	1.0	0.8918918918918919	0.8918918918918919	0.0	1.0
